shot_list,tvad_name
"[(1, 4), (5, 10), (11, 17), (18, 52), (53, 75), (76, 80), (81, 115), (116, 142), (143, 151), (152, 172), (173, 174), (175, 181), (182, 185)]",s01e01_seg02_clip_09
"[(1, 9), (10, 26), (27, 33), (34, 39), (40, 46), (47, 54), (55, 64), (65, 73), (74, 76), (77, 108), (109, 128), (129, 139), (140, 151), (152, 162), (163, 177), (178, 179)]",s01e01_seg02_clip_10
"[(1, 2), (3, 14), (15, 24), (25, 28), (29, 33), (34, 37), (38, 46), (47, 54), (55, 72), (73, 81), (82, 86), (87, 93), (94, 107), (108, 131), (132, 140), (141, 146), (147, 179), (180, 181), (182, 185)]",s01e01_seg02_clip_11
"[(1, 7), (8, 27), (28, 31), (32, 36), (37, 40), (41, 46), (47, 53), (54, 67), (68, 78), (79, 93), (94, 97), (98, 100), (101, 116), (117, 121), (122, 132), (133, 135), (136, 147), (148, 182)]",s01e01_seg02_clip_12
"[(1, 5), (6, 21), (22, 28), (29, 32), (33, 40), (41, 54), (55, 59), (60, 66), (67, 83), (84, 87), (88, 98), (99, 114), (115, 117), (118, 139), (140, 152), (153, 156), (157, 163), (164, 168), (169, 171), (172, 179)]",s01e01_seg02_clip_14
"[(1, 8), (9, 17), (18, 22), (23, 25), (26, 40), (41, 46), (47, 51), (52, 61), (62, 67), (68, 75), (76, 81), (82, 85), (86, 92), (93, 99), (100, 100), (101, 108), (109, 114), (115, 138), (139, 143), (144, 147), (148, 158), (159, 162), (163, 168), (169, 176)]",s01e02_seg01_clip_01
"[(1, 20), (21, 32), (33, 39), (40, 52), (53, 68), (69, 80), (81, 88), (89, 95), (96, 98), (99, 115), (116, 122)]",s01e02_seg01_clip_03
"[(1, 10), (11, 18), (19, 26), (27, 34), (35, 38), (39, 43), (44, 49), (50, 54), (55, 61), (62, 73), (74, 81), (82, 106), (107, 117), (118, 127), (128, 130), (131, 139), (140, 149), (150, 151), (152, 169), (170, 175), (176, 178), (179, 186), (187, 194)]",s01e02_seg02_clip_00
"[(1, 2), (3, 5), (6, 13), (14, 21), (22, 52), (53, 73), (74, 85), (86, 89), (90, 105), (106, 116), (117, 140), (141, 149), (150, 156), (157, 166), (167, 169), (170, 179), (180, 188)]",s01e02_seg02_clip_01
"[(1, 13), (14, 25), (26, 43), (44, 46), (47, 52), (53, 59), (60, 70), (71, 86), (87, 113), (114, 126), (127, 129), (130, 132), (133, 139), (140, 146), (147, 161), (162, 174), (175, 178), (179, 182)]",s01e02_seg02_clip_03
"[(1, 3), (4, 14), (15, 17), (18, 23), (24, 33), (34, 40), (41, 42), (43, 46), (47, 49), (50, 55), (56, 77), (78, 93), (94, 107), (108, 144), (145, 149), (150, 157), (158, 199), (200, 202), (203, 204), (205, 206)]",s01e02_seg02_clip_04
"[(1, 3), (4, 23), (24, 27), (28, 35), (36, 44), (45, 50), (51, 70), (71, 80), (81, 100), (101, 105), (106, 122), (123, 142), (143, 148), (149, 182)]",s01e02_seg02_clip_06
"[(1, 13), (14, 41), (42, 45), (46, 54), (55, 68), (69, 76), (77, 82), (83, 84), (85, 90), (91, 93), (94, 96), (97, 112), (113, 115), (116, 118), (119, 124), (125, 138), (139, 160), (161, 167), (168, 170), (171, 174), (175, 182)]",s01e02_seg02_clip_08
"[(1, 17), (18, 37), (38, 39), (40, 46), (47, 48), (49, 51), (52, 80), (81, 95), (96, 105), (106, 108), (109, 120), (121, 128), (129, 140), (141, 144), (145, 149), (150, 157), (158, 161), (162, 185)]",s01e02_seg02_clip_09
"[(1, 15), (16, 21), (22, 54), (55, 61), (62, 68), (69, 93), (94, 98), (99, 107), (108, 126), (127, 149), (150, 161), (162, 177), (178, 182)]",s01e02_seg02_clip_11
"[(1, 7), (8, 18), (19, 41), (42, 50), (51, 61), (62, 71), (72, 80), (81, 89), (90, 100), (101, 107), (108, 111), (112, 120), (121, 123), (124, 132), (133, 141), (142, 149), (150, 165), (166, 168), (169, 180), (181, 182)]",s01e02_seg02_clip_12
"[(1, 11), (12, 23), (24, 28), (29, 32), (33, 43), (44, 52), (53, 61), (62, 64), (65, 68), (69, 90), (91, 100), (101, 103), (104, 110), (111, 114), (115, 135), (136, 144), (145, 175), (176, 183), (184, 185)]",s01e02_seg02_clip_13
"[(1, 29), (30, 37), (38, 44), (45, 47), (48, 53), (54, 66), (67, 76), (77, 81), (82, 122), (123, 127), (128, 172), (173, 185)]",s01e02_seg02_clip_14
"[(1, 2), (3, 8), (9, 11), (12, 17), (18, 25), (26, 37), (38, 47), (48, 52), (53, 75), (76, 85), (86, 93), (94, 105), (106, 110), (111, 112), (113, 118), (119, 124), (125, 126), (127, 134), (135, 154), (155, 159), (160, 167), (168, 175), (176, 182), (183, 185), (186, 188)]",s01e03_seg02_clip_00
"[(1, 2), (3, 8), (9, 34), (35, 42), (43, 45), (46, 49), (50, 59), (60, 64), (65, 75), (76, 115), (116, 120), (121, 151), (152, 163), (164, 188)]",s01e03_seg02_clip_03
"[(1, 13), (14, 18), (19, 51), (52, 70), (71, 79), (80, 88), (89, 99), (100, 103), (104, 106), (107, 112), (113, 117), (118, 140), (141, 147), (148, 154), (155, 171), (172, 175), (176, 179)]",s01e03_seg02_clip_04
"[(1, 7), (8, 26), (27, 39), (40, 44), (45, 61), (62, 64), (65, 77), (78, 83), (84, 88), (89, 91), (92, 94), (95, 101), (102, 113), (114, 117), (118, 122), (123, 125), (126, 137), (138, 167), (168, 175), (176, 179)]",s01e03_seg02_clip_06
"[(1, 5), (6, 14), (15, 18), (19, 20), (21, 21), (22, 26), (27, 29), (30, 36), (37, 46), (47, 59), (60, 64), (65, 68), (69, 90), (91, 97), (98, 105), (106, 109), (110, 119), (120, 131), (132, 147), (148, 164), (165, 177), (178, 182)]",s01e03_seg02_clip_11
"[(1, 31), (32, 40), (41, 49), (50, 56), (57, 67), (68, 74), (75, 76), (77, 81), (82, 88), (89, 92), (93, 95), (96, 104), (105, 120), (121, 124), (125, 147), (148, 154), (155, 171), (172, 175), (176, 181), (182, 185), (186, 207), (208, 210), (211, 219), (220, 224), (225, 240), (241, 244), (245, 263)]",s01e03_seg02_clip_18
"[(1, 2), (3, 7), (8, 12), (13, 34), (35, 44), (45, 54), (55, 78), (79, 95), (96, 101), (102, 111), (112, 116), (117, 121), (122, 124), (125, 154), (155, 157), (158, 168), (169, 182), (183, 190), (191, 194)]",s01e04_seg02_clip_00
"[(1, 8), (9, 72), (73, 80), (81, 114), (115, 118), (119, 121), (122, 125), (126, 128), (129, 145), (146, 149), (150, 155), (156, 160), (161, 176)]",s01e04_seg02_clip_01
"[(1, 6), (7, 9), (10, 12), (13, 28), (29, 34), (35, 74), (75, 80), (81, 96), (97, 103), (104, 107), (108, 121), (122, 132), (133, 139), (140, 179), (180, 182)]",s01e04_seg02_clip_02
"[(1, 12), (13, 32), (33, 41), (42, 57), (58, 74), (75, 83), (84, 94), (95, 99), (100, 110), (111, 125), (126, 130), (131, 140), (141, 151), (152, 157), (158, 168), (169, 172), (173, 176), (177, 179)]",s01e04_seg02_clip_04
"[(1, 34), (35, 54), (55, 66), (67, 84), (85, 94), (95, 107), (108, 114), (115, 130), (131, 134), (135, 148), (149, 151), (152, 153), (154, 156), (157, 174), (175, 176), (177, 178), (179, 188)]",s01e04_seg02_clip_05
"[(1, 2), (3, 5), (6, 19), (20, 40), (41, 45), (46, 55), (56, 60), (61, 64), (65, 93), (94, 104), (105, 109), (110, 120), (121, 132), (133, 143), (144, 151), (152, 155), (156, 164), (165, 169), (170, 182), (183, 185)]",s01e04_seg02_clip_07
"[(1, 9), (10, 13), (14, 17), (18, 37), (38, 39), (40, 43), (44, 46), (47, 58), (59, 62), (63, 66), (67, 70), (71, 76), (77, 85), (86, 92), (93, 95), (96, 103), (104, 121), (122, 125), (126, 146), (147, 149), (150, 156), (157, 163), (164, 168), (169, 179), (180, 186), (187, 191), (192, 197)]",s01e04_seg02_clip_09
"[(1, 8), (9, 35), (36, 40), (41, 51), (52, 56), (57, 63), (64, 73), (74, 83), (84, 94), (95, 98), (99, 104), (105, 114), (115, 121), (122, 165), (166, 170)]",s01e04_seg02_clip_10
"[(1, 2), (3, 15), (16, 19), (20, 34), (35, 38), (39, 42), (43, 55), (56, 61), (62, 72), (73, 76), (77, 82), (83, 91), (92, 95), (96, 106), (107, 109), (110, 134), (135, 149), (150, 156), (157, 169), (170, 174), (175, 185)]",s01e04_seg02_clip_11
"[(1, 21), (22, 28), (29, 40), (41, 71), (72, 82), (83, 85), (86, 88), (89, 95), (96, 100), (101, 103), (104, 108), (109, 113), (114, 120), (121, 127), (128, 134), (135, 138), (139, 144), (145, 149), (150, 162), (163, 166), (167, 175), (176, 184), (185, 188), (189, 191)]",s01e04_seg02_clip_12
"[(1, 3), (4, 13), (14, 20), (21, 24), (25, 31), (32, 55), (56, 75), (76, 89), (90, 99), (100, 101), (102, 121), (122, 125), (126, 131), (132, 134), (135, 139), (140, 144), (145, 156), (157, 164)]",s01e04_seg02_clip_13
"[(1, 12), (13, 29), (30, 50), (51, 53), (54, 59), (60, 63), (64, 71), (72, 78), (79, 98), (99, 118), (119, 120), (121, 129), (130, 132), (133, 142), (143, 151), (152, 164), (165, 175), (176, 182)]",s01e04_seg02_clip_14
"[(1, 3), (4, 8), (9, 11), (12, 23), (24, 26), (27, 32), (33, 35), (36, 47), (48, 64), (65, 85), (86, 90), (91, 105), (106, 116), (117, 122), (123, 126), (127, 137), (138, 144), (145, 151), (152, 155), (156, 159), (160, 174), (175, 178), (179, 183), (184, 188)]",s01e04_seg02_clip_15
"[(1, 15), (16, 25), (26, 31), (32, 71), (72, 76), (77, 91), (92, 96), (97, 98), (99, 107), (108, 111), (112, 114), (115, 128), (129, 143)]",s01e04_seg02_clip_16
"[(1, 5), (6, 7), (8, 15), (16, 23), (24, 30), (31, 35), (36, 40), (41, 45), (46, 50), (51, 66), (67, 69), (70, 71), (72, 75), (76, 83), (84, 86), (87, 96), (97, 107), (108, 112), (113, 133), (134, 137), (138, 144), (145, 146), (147, 163), (164, 173), (174, 179)]",s01e05_seg01_clip_02
"[(1, 3), (4, 8), (9, 28), (29, 44), (45, 54), (55, 59), (60, 65), (66, 71), (72, 90), (91, 99), (100, 107), (108, 113), (114, 130), (131, 139), (140, 151), (152, 171), (172, 178), (179, 182), (183, 185)]",s01e05_seg02_clip_00
"[(1, 2), (3, 20), (21, 27), (28, 37), (38, 82), (83, 88), (89, 93), (94, 96), (97, 98), (99, 100), (101, 104), (105, 106), (107, 118), (119, 122), (123, 140), (141, 147), (148, 156), (157, 159), (160, 177), (178, 185)]",s01e05_seg02_clip_02
"[(1, 17), (18, 27), (28, 35), (36, 46), (47, 54), (55, 73), (74, 98), (99, 107), (108, 122), (123, 126), (127, 131), (132, 138), (139, 154), (155, 176)]",s01e05_seg02_clip_03
"[(1, 5), (6, 11), (12, 14), (15, 29), (30, 41), (42, 50), (51, 58), (59, 65), (66, 75), (76, 80), (81, 97), (98, 120), (121, 132), (133, 135), (136, 142), (143, 147), (148, 162), (163, 181), (182, 194)]",s01e05_seg02_clip_04
"[(1, 43), (44, 129), (130, 189), (190, 193), (194, 215), (216, 232), (233, 242)]",s01e05_seg02_clip_05
"[(1, 12), (13, 15), (16, 29), (30, 34), (35, 37), (38, 49), (50, 53), (54, 73), (74, 75), (76, 81), (82, 89), (90, 102), (103, 114), (115, 137), (138, 149), (150, 151), (152, 162), (163, 171), (172, 173)]",s01e05_seg02_clip_08
"[(1, 21), (22, 37), (38, 42), (43, 54), (55, 63), (64, 67), (68, 83), (84, 116), (117, 154), (155, 166), (167, 174), (175, 188)]",s01e05_seg02_clip_09
"[(1, 12), (13, 83), (84, 87), (88, 107), (108, 121), (122, 145), (146, 154), (155, 173)]",s01e05_seg02_clip_10
"[(1, 7), (8, 31), (32, 45), (46, 47), (48, 49), (50, 58), (59, 74), (75, 78), (79, 83), (84, 99), (100, 106), (107, 110), (111, 116), (117, 120), (121, 125), (126, 130), (131, 156), (157, 159), (160, 166), (167, 177), (178, 186), (187, 198), (199, 201), (202, 203), (204, 205), (206, 206), (207, 208), (209, 217), (218, 223), (224, 230), (231, 242)]",s01e06_seg01_clip_01
"[(1, 2), (3, 5), (6, 9), (10, 10), (11, 15), (16, 19), (20, 26), (27, 31), (32, 74), (75, 79), (80, 86), (87, 93), (94, 100), (101, 103), (104, 128), (129, 146), (147, 185), (186, 188)]",s01e06_seg02_clip_00
"[(1, 2), (3, 11), (12, 33), (34, 53), (54, 76), (77, 81), (82, 104), (105, 110), (111, 115), (116, 118), (119, 121), (122, 124), (125, 128), (129, 134), (135, 141), (142, 151), (152, 158), (159, 169), (170, 173), (174, 183), (184, 186), (187, 188)]",s01e06_seg02_clip_01
"[(1, 12), (13, 19), (20, 24), (25, 28), (29, 39), (40, 52), (53, 58), (59, 64), (65, 67), (68, 75), (76, 80), (81, 99), (100, 106), (107, 121), (122, 144), (145, 154), (155, 161), (162, 166), (167, 174), (175, 180), (181, 182)]",s01e06_seg02_clip_03
"[(1, 2), (3, 6), (7, 12), (13, 17), (18, 54), (55, 68), (69, 82), (83, 96), (97, 107), (108, 116), (117, 126), (127, 133), (134, 136), (137, 167), (168, 178), (179, 182)]",s01e06_seg02_clip_05
"[(1, 2), (3, 30), (31, 48), (49, 57), (58, 78), (79, 99), (100, 112), (113, 116), (117, 122), (123, 130), (131, 137), (138, 147), (148, 150), (151, 158), (159, 167), (168, 185)]",s01e06_seg02_clip_06
"[(1, 13), (14, 21), (22, 33), (34, 47), (48, 56), (57, 85), (86, 90), (91, 96), (97, 111), (112, 116), (117, 122), (123, 126), (127, 140), (141, 163), (164, 171), (172, 174), (175, 176)]",s01e06_seg02_clip_07
"[(1, 2), (3, 4), (5, 10), (11, 27), (28, 35), (36, 47), (48, 54), (55, 58), (59, 70), (71, 87), (88, 92), (93, 100), (101, 107), (108, 113), (114, 124), (125, 130), (131, 139), (140, 151), (152, 155), (156, 165), (166, 173), (174, 179), (180, 185)]",s01e06_seg02_clip_08
"[(1, 3), (4, 14), (15, 31), (32, 34), (35, 54), (55, 60), (61, 64), (65, 88), (89, 100), (101, 108), (109, 121), (122, 129), (130, 132), (133, 138), (139, 143), (144, 160), (161, 174), (175, 180), (181, 182)]",s01e06_seg02_clip_12
"[(1, 8), (9, 13), (14, 25), (26, 36), (37, 42), (43, 50), (51, 75), (76, 87), (88, 105), (106, 111), (112, 114), (115, 127), (128, 131), (132, 153), (154, 163), (164, 165), (166, 176), (177, 179), (180, 185)]",s01e06_seg02_clip_13
"[(1, 24), (25, 31), (32, 34), (35, 41), (42, 49), (50, 95), (96, 134), (135, 144), (145, 156), (157, 185)]",s01e06_seg02_clip_14
"[(1, 35), (36, 50), (51, 56), (57, 62), (63, 83), (84, 88), (89, 95), (96, 100), (101, 114), (115, 127), (128, 149), (150, 159), (160, 163), (164, 173)]",s01e06_seg02_clip_15
"[(1, 10), (11, 20), (21, 36), (37, 52), (53, 56), (57, 60), (61, 68), (69, 72), (73, 94), (95, 100), (101, 103), (104, 108), (109, 115), (116, 120), (121, 134), (135, 144), (145, 149), (150, 157), (158, 159), (160, 174), (175, 175), (176, 180), (181, 185)]",s01e06_seg02_clip_16
"[(1, 9), (10, 23), (24, 33), (34, 41), (42, 45), (46, 49), (50, 54), (55, 77), (78, 82), (83, 94), (95, 97), (98, 125), (126, 141), (142, 144), (145, 155), (156, 162), (163, 173), (174, 192), (193, 198), (199, 204), (205, 219), (220, 249), (250, 263), (264, 266), (267, 271), (272, 275)]",s01e07_seg01_clip_01
"[(1, 2), (3, 20), (21, 30), (31, 35), (36, 48), (49, 56), (57, 77), (78, 80), (81, 98), (99, 99), (100, 105), (106, 126), (127, 131), (132, 140), (141, 152), (153, 159), (160, 162), (163, 174), (175, 183), (184, 188)]",s01e07_seg02_clip_01
"[(1, 14), (15, 21), (22, 34), (35, 54), (55, 63), (64, 74), (75, 85), (86, 96), (97, 98), (99, 106), (107, 120), (121, 132), (133, 142), (143, 152), (153, 155), (156, 162), (163, 180), (181, 182)]",s01e07_seg02_clip_02
"[(1, 4), (5, 21), (22, 27), (28, 34), (35, 53), (54, 57), (58, 69), (70, 72), (73, 85), (86, 90), (91, 111), (112, 122), (123, 136), (137, 138), (139, 158), (159, 173)]",s01e07_seg02_clip_03
"[(1, 2), (3, 11), (12, 16), (17, 30), (31, 35), (36, 45), (46, 48), (49, 75), (76, 78), (79, 87), (88, 100), (101, 108), (109, 119), (120, 127), (128, 148), (149, 159), (160, 165), (166, 168), (169, 174), (175, 186), (187, 188)]",s01e07_seg02_clip_04
"[(1, 16), (17, 26), (27, 31), (32, 34), (35, 41), (42, 47), (48, 71), (72, 77), (78, 87), (88, 91), (92, 106), (107, 122), (123, 126), (127, 139), (140, 144), (145, 149), (150, 153), (154, 160), (161, 169), (170, 185), (186, 190), (191, 201), (202, 212), (213, 224), (225, 246), (247, 266), (267, 290), (291, 307), (308, 311), (312, 332), (333, 343), (344, 371), (372, 377)]",s01e07_seg02_clip_05
"[(1, 12), (13, 16), (17, 23), (24, 31), (32, 42), (43, 50), (51, 75), (76, 78), (79, 84), (85, 94), (95, 111), (112, 116), (117, 123), (124, 137), (138, 145), (146, 148), (149, 162), (163, 175), (176, 185), (186, 188)]",s01e07_seg02_clip_08
"[(1, 6), (7, 14), (15, 19), (20, 26), (27, 32), (33, 43), (44, 64), (65, 81), (82, 94), (95, 98), (99, 107), (108, 129), (130, 140), (141, 155), (156, 176)]",s01e07_seg02_clip_09
"[(1, 7), (8, 13), (14, 21), (22, 30), (31, 34), (35, 38), (39, 49), (50, 55), (56, 60), (61, 64), (65, 71), (72, 90), (91, 101), (102, 112), (113, 128), (129, 131), (132, 133), (134, 138), (139, 141), (142, 160), (161, 169), (170, 174), (175, 182)]",s01e07_seg02_clip_10
"[(1, 12), (13, 21), (22, 55), (56, 65), (66, 77), (78, 81), (82, 90), (91, 98), (99, 107), (108, 111), (112, 125), (126, 129), (130, 148), (149, 163), (164, 174), (175, 180), (181, 182)]",s01e07_seg02_clip_11
"[(1, 13), (14, 17), (18, 22), (23, 47), (48, 52), (53, 55), (56, 60), (61, 65), (66, 76), (77, 83), (84, 89), (90, 93), (94, 97), (98, 111), (112, 122), (123, 142), (143, 150), (151, 161), (162, 176), (177, 178), (179, 191), (192, 197)]",s01e07_seg02_clip_13
"[(1, 2), (3, 11), (12, 20), (21, 28), (29, 32), (33, 34), (35, 39), (40, 49), (50, 53), (54, 60), (61, 71), (72, 86), (87, 94), (95, 109), (110, 115), (116, 128), (129, 154), (155, 174), (175, 182)]",s01e07_seg02_clip_14
"[(1, 6), (7, 11), (12, 19), (20, 38), (39, 41), (42, 100), (101, 104), (105, 115), (116, 120), (121, 131), (132, 135), (136, 149), (150, 160), (161, 167)]",s01e07_seg02_clip_15
"[(1, 2), (3, 5), (6, 12), (13, 21), (22, 24), (25, 32), (33, 54), (55, 68), (69, 74), (75, 78), (79, 86), (87, 102), (103, 123), (124, 135), (136, 140), (141, 146), (147, 160), (161, 165), (166, 172), (173, 177), (178, 182)]",s01e07_seg02_clip_16
"[(1, 4), (5, 10), (11, 26), (27, 38), (39, 43), (44, 57), (58, 73), (74, 79), (80, 85), (86, 118), (119, 127), (128, 133), (134, 141), (142, 147), (148, 156), (157, 161), (162, 171), (172, 185)]",s01e08_seg01_clip_02
"[(1, 6), (7, 16), (17, 32), (33, 43), (44, 47), (48, 54), (55, 58), (59, 63), (64, 79), (80, 84), (85, 92), (93, 108), (109, 122), (123, 128), (129, 141), (142, 161), (162, 186), (187, 194)]",s01e08_seg02_clip_00
"[(1, 5), (6, 12), (13, 15), (16, 22), (23, 28), (29, 33), (34, 36), (37, 39), (40, 44), (45, 66), (67, 69), (70, 78), (79, 81), (82, 90), (91, 96), (97, 112), (113, 114), (115, 122), (123, 132), (133, 145), (146, 149), (150, 154), (155, 165), (166, 176), (177, 182)]",s01e08_seg02_clip_01
"[(1, 5), (6, 9), (10, 19), (20, 44), (45, 49), (50, 51), (52, 54), (55, 65), (66, 70), (71, 90), (91, 104), (105, 107), (108, 115), (116, 119), (120, 124), (125, 136), (137, 139), (140, 153), (154, 157), (158, 159), (160, 169), (170, 176)]",s01e08_seg02_clip_02
"[(1, 8), (9, 13), (14, 20), (21, 33), (34, 40), (41, 52), (53, 66), (67, 73), (74, 86), (87, 105), (106, 117), (118, 131), (132, 143), (144, 149), (150, 155), (156, 160), (161, 179), (180, 185)]",s01e08_seg02_clip_04
"[(1, 5), (6, 14), (15, 24), (25, 43), (44, 47), (48, 51), (52, 62), (63, 65), (66, 77), (78, 82), (83, 86), (87, 103), (104, 115), (116, 151), (152, 156), (157, 159), (160, 167), (168, 179), (180, 185)]",s01e08_seg02_clip_05
"[(1, 13), (14, 21), (22, 35), (36, 38), (39, 46), (47, 54), (55, 65), (66, 71), (72, 83), (84, 93), (94, 127), (128, 142), (143, 148), (149, 173)]",s01e08_seg02_clip_06
"[(1, 10), (11, 14), (15, 33), (34, 37), (38, 51), (52, 57), (58, 81), (82, 91), (92, 101), (102, 105), (106, 115), (116, 119), (120, 123), (124, 129), (130, 140), (141, 146), (147, 158), (159, 173), (174, 177), (178, 179)]",s01e08_seg02_clip_07
"[(1, 7), (8, 12), (13, 20), (21, 30), (31, 35), (36, 50), (51, 54), (55, 62), (63, 85), (86, 99), (100, 106), (107, 119), (120, 125), (126, 128), (129, 142), (143, 148), (149, 167), (168, 172), (173, 176)]",s01e08_seg02_clip_11
"[(1, 6), (7, 14), (15, 24), (25, 37), (38, 50), (51, 55), (56, 58), (59, 67), (68, 80), (81, 82), (83, 88), (89, 90), (91, 98), (99, 104), (105, 107), (108, 116), (117, 127), (128, 137), (138, 153), (154, 161), (162, 171), (172, 176), (177, 181), (182, 185)]",s01e08_seg02_clip_12
"[(1, 9), (10, 22), (23, 24), (25, 31), (32, 36), (37, 43), (44, 57), (58, 59), (60, 69), (70, 76), (77, 81), (82, 87), (88, 93), (94, 123), (124, 127), (128, 130), (131, 137), (138, 142), (143, 148), (149, 167), (168, 171), (172, 178), (179, 182)]",s01e08_seg02_clip_13
"[(1, 3), (4, 6), (7, 11), (12, 21), (22, 34), (35, 40), (41, 65), (66, 87), (88, 92), (93, 110), (111, 121), (122, 127), (128, 139), (140, 145), (146, 151), (152, 168), (169, 174), (175, 184), (185, 188), (189, 191), (192, 198), (199, 203)]",s01e08_seg02_clip_14
"[(1, 5), (6, 39), (40, 60), (61, 63), (64, 70), (71, 91), (92, 109), (110, 116), (117, 121), (122, 126), (127, 128), (129, 133), (134, 147), (148, 178), (179, 182), (183, 191)]",s01e09_seg01_clip_00
"[(1, 2), (3, 4), (5, 9), (10, 14), (15, 36), (37, 41), (42, 48), (49, 55), (56, 71), (72, 86), (87, 100), (101, 105), (106, 114), (115, 120), (121, 124), (125, 128), (129, 137), (138, 143), (144, 157), (158, 164), (165, 172), (173, 175), (176, 181), (182, 191), (192, 193), (194, 200), (201, 205), (206, 215), (216, 220), (221, 226), (227, 236), (237, 243), (244, 246), (247, 249), (250, 256), (257, 270), (271, 274), (275, 278), (279, 290), (291, 293)]",s01e09_seg01_clip_01
"[(1, 7), (8, 11), (12, 50), (51, 59), (60, 73), (74, 79), (80, 85), (86, 89), (90, 103), (104, 108), (109, 116), (117, 138), (139, 153), (154, 157), (158, 167), (168, 185)]",s01e09_seg02_clip_00
"[(1, 23), (24, 30), (31, 70), (71, 81), (82, 97), (98, 102), (103, 114), (115, 123), (124, 135), (136, 139), (140, 142), (143, 147), (148, 156), (157, 161), (162, 182)]",s01e09_seg02_clip_02
"[(1, 6), (7, 15), (16, 18), (19, 22), (23, 33), (34, 50), (51, 55), (56, 79), (80, 110), (111, 117), (118, 122), (123, 145), (146, 153), (154, 157), (158, 162), (163, 170), (171, 176), (177, 182)]",s01e09_seg02_clip_03
"[(1, 3), (4, 7), (8, 13), (14, 42), (43, 63), (64, 83), (84, 87), (88, 94), (95, 97), (98, 101), (102, 111), (112, 121), (122, 142), (143, 159), (160, 185)]",s01e09_seg02_clip_04
"[(1, 8), (9, 16), (17, 26), (27, 36), (37, 42), (43, 49), (50, 58), (59, 62), (63, 78), (79, 86), (87, 107), (108, 111), (112, 116), (117, 124), (125, 137), (138, 140), (141, 147), (148, 152), (153, 167), (168, 179)]",s01e09_seg02_clip_05
"[(1, 9), (10, 12), (13, 17), (18, 20), (21, 23), (24, 46), (47, 59), (60, 72), (73, 76), (77, 81), (82, 86), (87, 90), (91, 96), (97, 117), (118, 138), (139, 146), (147, 150), (151, 164), (165, 182)]",s01e09_seg02_clip_06
"[(1, 67), (68, 130), (131, 164), (165, 180), (181, 182)]",s01e09_seg02_clip_07
"[(1, 8), (9, 26), (27, 35), (36, 45), (46, 56), (57, 60), (61, 70), (71, 73), (74, 77), (78, 82), (83, 90), (91, 95), (96, 112), (113, 124), (125, 132), (133, 136), (137, 173), (174, 176), (177, 182)]",s01e09_seg02_clip_08
"[(1, 6), (7, 8), (9, 13), (14, 20), (21, 24), (25, 36), (37, 68), (69, 75), (76, 79), (80, 83), (84, 89), (90, 97), (98, 101), (102, 104), (105, 109), (110, 125), (126, 129), (130, 151), (152, 159), (160, 164), (165, 171), (172, 182), (183, 185)]",s01e09_seg02_clip_09
"[(1, 10), (11, 17), (18, 22), (23, 30), (31, 48), (49, 61), (62, 71), (72, 94), (95, 101), (102, 106), (107, 117), (118, 120), (121, 126), (127, 128), (129, 182)]",s01e09_seg02_clip_10
"[(1, 22), (23, 39), (40, 47), (48, 58), (59, 65), (66, 79), (80, 83), (84, 115), (116, 127), (128, 155), (156, 159), (160, 171), (172, 176), (177, 179)]",s01e09_seg02_clip_11
"[(1, 8), (9, 15), (16, 18), (19, 21), (22, 25), (26, 30), (31, 32), (33, 39), (40, 53), (54, 55), (56, 74), (75, 93), (94, 114), (115, 119), (120, 122), (123, 148), (149, 157), (158, 175), (176, 185)]",s01e09_seg02_clip_13
"[(1, 10), (11, 14), (15, 17), (18, 24), (25, 43), (44, 46), (47, 52), (53, 65), (66, 97), (98, 122), (123, 164), (165, 194), (195, 201), (202, 206), (207, 224), (225, 238), (239, 247), (248, 260), (261, 264), (265, 293)]",s01e09_seg02_clip_14
"[(1, 4), (5, 44), (45, 65), (66, 69), (70, 72), (73, 75), (76, 80), (81, 84), (85, 96), (97, 100), (101, 103), (104, 111), (112, 116), (117, 121), (122, 139), (140, 141), (142, 158), (159, 164), (165, 173)]",s01e10_seg01_clip_01
"[(1, 5), (6, 13), (14, 26), (27, 56), (57, 65), (66, 79), (80, 86), (87, 106), (107, 113), (114, 119), (120, 124), (125, 127), (128, 141), (142, 145), (146, 150), (151, 182)]",s01e10_seg02_clip_01
"[(1, 2), (3, 9), (10, 14), (15, 28), (29, 33), (34, 83), (84, 94), (95, 108), (109, 112), (113, 130), (131, 133), (134, 139), (140, 159), (160, 161), (162, 176), (177, 181), (182, 185)]",s01e10_seg02_clip_02
"[(1, 3), (4, 6), (7, 14), (15, 19), (20, 30), (31, 35), (36, 48), (49, 53), (54, 60), (61, 93), (94, 109), (110, 115), (116, 122), (123, 141), (142, 154), (155, 160), (161, 179)]",s01e10_seg02_clip_06
"[(1, 12), (13, 18), (19, 26), (27, 39), (40, 44), (45, 48), (49, 56), (57, 60), (61, 72), (73, 89), (90, 102), (103, 104), (105, 109), (110, 112), (113, 117), (118, 122), (123, 124), (125, 134), (135, 144), (145, 149), (150, 163), (164, 173), (174, 182)]",s01e10_seg02_clip_07
"[(1, 15), (16, 26), (27, 39), (40, 70), (71, 73), (74, 85), (86, 87), (88, 96), (97, 102), (103, 105), (106, 114), (115, 119), (120, 122), (123, 128), (129, 144), (145, 148), (149, 158), (159, 165), (166, 171), (172, 183), (184, 191)]",s01e10_seg02_clip_08
