anno_idx,end,imdbid,start,text_gen,text_gt
1350,510.332,tt0583506,505.432,"['Joey and Chandler point at the wall repeatedly, their gestures mirroring each other.', 'Chandler points at the wall as Joey follows suit, their synchronized actions filling the scene.', 'Joey and Chandler engage in a game of mirroring, pointing at the wall in unison.', 'The scene is filled with the repetitive motion of Joey and Chandler pointing at the wall, their actions harmonious.', ""Joey and Chandler's synchronized pointing at the wall dominates the scene, their gestures a symphony of motion.""]","He bites his lip and bobs his head, then waves his arms in front of him while stepping side to side."
1351,512.793,tt0583506,511.112,"['Chandler kicks the TV, watched by Joey.', 'Joey observes Chandler kicking the TV.', 'Chandler looks at Joey after kicking TV.', 'Chandler kicks the TV, then looks at Joey.', 'Chandler kicks the TV, with Joey watching.']",Phoebe covers her mouth in horror.
1352,537.521,tt0583506,536.94,"['Chandler laughs loudly.', 'Joey talks on phone.', 'Phoebe talks to Monica.', 'Chandler holds phone.', 'Chandler laughs with Phoebe.']",He grins.
1353,545.086,tt0583506,544.046,"['Chandler looks at Monica.', 'Monica stands beside him.', 'Chandler puts down phone.', 'Chandler gazes at Monica.', 'Chandler hangs up phone.']",He lifts his brows.
1354,570.615,tt0583506,568.015,"['Monica looks at Chandler as he listens.', 'Monica talks to Chandler as he gazes at her.', 'Chandler looks at Monica as she speaks.', 'Monica and Chandler stare at each other.', 'Monica and Chandler engage in a silent conversation.']",Chandler ends the call.
1355,579.799,tt0583506,578.959,"['Phoebe points at Joey.', 'Phoebe looks at Joey.', 'Joey is pointed at.', 'Phoebe looks at Chandler.', 'Phoebe points at Joey again.']",They all stare at him.
1356,592.025,tt0583506,591.265,"['Joey hands paper to Chandler.', 'Chandler holds paper tightly.', 'Monica stands beside Chandler.', 'Phoebe joins the group.', 'Joey hands paper.']",They gather round.
1357,600.189,tt0583506,597.167,"['Phoebe talks to Chandler as he reads a paper.', 'Joey looks at Chandler as Monica claps her hands.', 'Phoebe chats with Chandler as he reads a paper.', 'Monica claps her hands as Joey watches Chandler read.', 'Chandler reads a paper as Phoebe and Joey observe.']",They silently read the poem as Monica waits nervously.
1358,387.256,tt0583461,386.495,"['Ross talks to Chandler.', 'Chandler reads on couch.', 'Ross stands talking.', 'Chandler nods agreement.', 'Ross talks standing up.']",Rachel smiles.
1359,391.039,tt0583461,388.116,"['Ross reads a book on the couch, while Chandler looks at him.', 'Chandler talks to Ross, who is engrossed in his book.', 'Ross looks at Chandler, who sits beside him on the couch.', 'Chandler and Ross sit together on the couch, surrounded by a book.', 'Ross reads a book on the couch, with Chandler seated beside him.']",A man in shorts and a sweatshirt follows Phoebe into the cafe.
1360,415.854,tt0583461,411.752,"['Ross reads a book on the couch, while Chandler puts his feet on the table.', ""Chandler stands up from the couch, interrupting Ross's reading."", 'Phoebe sits on the couch, as Ross reads a book and Chandler puts his feet on the table.', 'Chandler moves from sitting to standing on the couch, while Ross remains seated with a book.', 'Ross reads a book on the couch, and Chandler briefly stands up nearby.']","Robert stares at him, then puts a foot on the coffee table and leans back toward Phoebe."
1361,419.096,tt0583461,416.534,"['Chandler stands up from the couch and walks away.', 'Chandler looks at Ross, then Phoebe, and then Robert on the couch.', 'Chandler walks away from the couch, looking at the floor.', 'Chandler glances at Phoebe, then Ross, and finally Robert on the couch.', 'Chandler stands up, looks at the couch, and walks away.']","Chandler stares at Robert's crotch, then looks away."
1362,421.517,tt0583461,419.716,"['Chandler sits on the couch, looking at Ross standing up.', 'Ross stands up while Chandler remains seated on the couch.', 'Chandler looks at Ross, who remains standing up.', 'Ross stands while Chandler sits on the couch.', 'Chandler and Ross are in the same room, with Ross standing and Chandler sitting.']",He glances back and jumps to his feet.
1363,435.304,tt0583461,433.063,"['Ross walks to the bar, joined by Joey.', 'Joey stands up and walks to the bar with Ross.', 'Ross and Joey walk to the bar together.', 'Joey gets up and walks over to join Ross.', 'Ross and Joey approach the bar simultaneously.']",Chandler examines the counter as Ross stands.
1364,450.739,tt0583461,448.518,"['Ross and Chandler look at each other.', 'Chandler and Ross gaze at each other.', 'Ross and Chandler stare at each other.', 'Chandler and Ross exchange a glance.', 'Ross and Chandler have an eye-lock.']",Chandler bites his lip as he grasps for words.
1365,455.02,tt0583461,453.54,"['Ross and Chandler look at each other.', 'Chandler and Ross gaze at each other.', 'Ross and Chandler share a glance.', 'Chandler and Ross lock eyes.', 'They exchange a silent look.']",Ross makes a face at his friend.
1366,463.264,tt0583461,461.643,"['Ross looks at Chandler laughing.', ""Chandler laughs at Ross's words."", 'Ross and Chandler gaze at each other.', ""Chandler's laughter echoes as Ross smiles."", 'Ross and Chandler share a moment.']",Chandler blinks as he stares off.
1367,468.944,tt0583461,467.503,"['Ross points at something to Chandler.', ""Chandler looks at Ross's pointing hand."", 'Ross gestures to something nearby.', ""Chandler watches Ross's demonstration."", 'Ross shows Chandler something nearby.']",Ross walks over to the couple.
1368,480.133,tt0583461,477.01,"['Ross and Chandler look at something on the bar together.', 'Chandler stands beside Ross, both gazing at the bar surface.', 'Ross and Chandler examine something on the bar, their attention focused.', 'The two friends stand at the bar, studying something together.', 'Ross and Chandler look at the bar, their conversation animated.']","Ross looks at Robert's crotch, then doubles over and hangs his head."
1369,481.794,tt0583461,480.573,"['Ross holds a cup and napkin.', 'Chandler sits on the couch with a cup.', 'Ross stands near Chandler with a drink.', 'Chandler and Ross share a cup and napkin.', 'Ross and Chandler sit with refreshments.']",He goes back over to Chandler.
1370,494.244,tt0583461,493.283,"['Chandler holds a book.', 'Ross looks at Chandler.', 'Chandler looks at Ross.', 'Ross and Chandler stare.', 'Chandler holds a book at Ross.']",He grabs a coffee mug.
1371,497.404,tt0583461,496.763,"['Ross looks at Chandler.', 'Chandler holds a book.', 'Ross and Chandler stare.', 'Chandler holds a cup.', 'Ross looks at book.']",Ross nods.
1372,500.825,tt0583461,498.004,"['Ross looks at Chandler holding a book.', 'Chandler holds a book while Ross talks to him.', 'Ross and Chandler sit together, Ross looking at Chandler.', 'Chandler holds a book as Ross engages him in conversation.', 'Ross and Chandler sit together, Chandler holding a book.']","Now, Monica washes tomatoes as Richard preps noodles."
1373,530.312,tt0583461,527.791,"['Monica mixes salad as Richard watches her.', 'Richard stands behind Monica, observing her salad-making.', 'Monica works on the salad while Richard stands nearby.', 'Richard observes Monica preparing the salad.', 'Monica mixes salad with Richard looking on.']",Monica smiles as they squish tomatoes with their hands.
1374,531.453,tt0583461,530.893,"['Monica holds the bowl.', 'Richard looks at the bowl.', 'Monica stirs the bowl.', 'Monica talks to Richard.', 'Richard looks down at the bowl.']",They freeze.
1375,536.698,tt0583461,535.817,"['Monica stirs food.', 'Monica and Richard look.', 'Richard stands beside her.', 'Monica and Richard gaze.', 'They examine the bowl.']",They gaze at each other.
1376,559.985,tt0583461,556.783,"[""Monica wipes Richard's mouth with her hand towel."", 'Monica looks at Richard after wiping his mouth.', 'Richard looks at Monica after his mouth is wiped.', 'Monica and Richard exchange glances after the mouth wiping.', ""Monica wipes Richard's mouth, then looks at him.""]",She dabs at the spot with a towel as Richard gazes down at her.
1377,565.489,tt0583461,563.788,"['Monica stands beside Richard with a book.', 'Richard sits on a couch with a book.', 'Monica stands next to Richard on the couch.', 'Richard reads a book on the couch.', 'Monica stands beside Richard holding a book.']",She steps back and drops her gaze.
1378,572.916,tt0583461,570.494,"['Monica holds a book and spoon, listening to Richard.', 'Richard talks to Monica, holding a book and spoon.', 'Monica looks at Richard as he talks, holding a book and spoon.', 'Richard holds a book and spoon, speaking to Monica.', 'Monica and Richard sit together, both holding books and spoons.']","He glances down at his pants, then smiles at her."
1379,576.859,tt0583461,575.538,"['Monica holds a bowl near Richard.', ""Richard listens to Monica's words."", 'Monica talks to Richard by the bowl.', 'Monica and Richard face each other.', 'Monica stands beside Richard with a bowl.']",She jerks a thumb toward the door.
1380,580.698,tt0583461,577.556,"['Monica stands, looking at Richard as he sits.', 'Monica stands, wearing an apron, while Richard sits.', 'Richard sits, looking at Monica, who stands nearby.', 'Monica and Richard interact, with Monica standing and Richard sitting.', 'Monica, apron-clad, stands, while Richard sits and observes her.']","Now, Joey and Ross read at the cafe as Chandler watches."
1381,605.047,tt0583461,603.306,"['Joey holds a book, talking to Chandler.', 'Ross sits on the couch, listening to Joey.', 'Joey talks to Chandler, while Ross listens.', 'Joey holds a book, discussing with Chandler.', ""Ross sits, listening to Joey's conversation.""]","They stare at Joey, and he nods."
1382,615.933,tt0583461,614.632,"['Joey flips book pages.', 'Chandler talks to Joey repeatedly.', 'Joey reads book steadily.', 'Chandler converses with Joey constantly.', 'Joey turns book pages continuously.']",Ross and Jamie share a look.
1383,651.578,tt0583461,647.935,"['Chandler holds a basketball while talking to Ross, who reads a book on the couch.', 'Ross reads a book on the couch as Chandler sits nearby, holding a basketball.', 'Chandler talks to Ross, who reads a book, while holding a basketball on the couch.', 'Ross reads a book on the couch as Chandler, holding a basketball, engages him in conversation.', 'Chandler holds a basketball and chats with Ross, who sits on the couch with a book.']",He puts his leg up on the arm of the couch beside Chandler and digs in his sock.
1384,655.0,tt0583461,652.218,"['Robert stands up, while Joey reads a book on the couch.', 'Chandler sits on the couch, looking at Robert, as Joey reads.', 'Robert talks to Chandler, who listens, while Joey reads a book.', 'Robert addresses Chandler, who gazes at him, as Joey reads.', 'Chandler listens to Robert, who stands, while Joey reads a book on the couch.']","Chandler looks away, and Ross buries his nose in his book."
1385,657.94,tt0583461,655.8,"['Chandler looks at Joey holding a basketball.', 'Joey holds a basketball while looking at Chandler.', 'Chandler reads a book as Joey looks on.', 'Joey stares at Chandler holding a book.', 'Chandler reads a book, Joey holds a basketball.']",Chandler leans away from Robert toward Joey.
1386,667.326,tt0583461,664.344,"['Joey reads a book while Chandler sits on the couch with a basketball.', 'Chandler holds a basketball as Joey talks to him on the couch.', 'Joey reads a book while Chandler looks at him on the couch.', 'Chandler sits on the couch with a basketball as Joey talks to him.', 'Joey and Chandler sit together on the couch, Joey with a book and Chandler with a basketball.']","Joey gets an eyeful of Robert's crotch, and his eyes go wide."
1387,674.57,tt0583461,673.809,"['Joey holds a basketball.', 'Chandler stands near Joey.', 'Phoebe sits with Chandler.', 'Joey sits with a ball.', 'They sit together.']",Robert jumps off.
1388,603.707,tt0583538,601.67,"['Chandler smiles at the woman, then she smiles back.', 'Chandler and the woman share a brief smile.', 'The woman turns away, smiling at the man.', 'Chandler smiles, and the woman reciprocates.', 'The woman smiles at Chandler, then turns to the man.']","She smiles, and Chandler studies her."
1389,606.762,tt0583538,604.586,"['Chandler looks at a building with a woman.', 'Chandler and a woman gaze at a building.', 'Chandler and a woman examine the building.', 'Chandler and a woman glance at a building.', 'Chandler and a woman look at a building together.']",Rachel hops into bed with Ross as he reads a book.
1390,689.994,tt0583538,688.337,"[""Ross looks at Rachel's response."", ""Rachel looks at Ross's words."", ""Ross gazes at Rachel's face."", ""Rachel listens to Ross's speech."", ""Ross focuses on Rachel's reaction.""]",Rachel tries not to crack up.
1391,704.315,tt0583538,699.744,"[""Ross looks at Rachel, who's looking away, in a quiet conversation."", 'Rachel listens intently as Ross speaks to her, her gaze averted.', ""Ross talks to Rachel, who's not looking at him, in a calm moment."", ""Ross gazes at Rachel, who's looking away, in a subtle interaction."", ""Rachel doesn't meet Ross's eyes as he talks to her, maintaining a distance.""]",Phoebe stares at the pan with her beeper in it as she sits at Monica's table.
1392,708.787,tt0583538,704.895,"['Phoebe eats from a pot as Monica claps her hands nearby.', 'Monica claps her hands while Phoebe eats from a pot.', 'Phoebe looks at Monica as she claps her hands and eats.', 'Monica claps her hands, and Phoebe gazes at her.', 'Phoebe eats from a pot as Monica claps and Phoebe looks at her.']","She checks the beeper as Monica walks out of the bathroom, then puts it back in the pan."
1393,763.046,tt0583538,761.668,"[""Phoebe talks to Monica's back."", 'Phoebe speaks to Monica facing away.', 'Monica stands with her back to Phoebe.', ""Phoebe converses with Monica's profile."", ""Phoebe chats with Monica's turned back.""]",Leslie plays at Central Park.
1394,782.718,tt0583538,781.785,"['Leslie strums guitar strings.', 'Leslie sings into the mic.', 'Leslie gazes at the camera.', 'Leslie plays the guitar.', 'Leslie sings loudly.']",Phoebe bursts in.
1395,812.347,tt0583538,808.302,"['Phoebe plays the guitar as Leslie sings, gazing at each other.', 'Leslie sings into the microphone as Phoebe accompanies her on guitar.', 'Phoebe strums the guitar, her eyes locked on Leslie as she sings.', ""Leslie's voice fills the air as Phoebe plays the guitar, their eyes meeting."", ""Phoebe and Leslie harmonize, Phoebe's fingers moving deftly over the guitar strings.""]",Leslie and Phoebe hug.
1396,813.517,tt0583538,812.367,"['Ross looks at Rachel.', 'Rachel looks at Ross.', 'Ross and Rachel gaze at each other.', 'Rachel and Ross lock eyes.', 'Ross and Rachel stare at each other.']","At the lecture, Ross slumps."
1397,888.303,tt0583538,885.665,"['Phoebe stops playing guitar, looking at the audience.', 'Leslie plays guitar, then looks at the audience.', 'Phoebe and Leslie play guitars, then Phoebe stops.', 'Leslie looks at the audience while playing guitar.', 'Phoebe and Leslie play guitars together, then Phoebe stops.']",Phoebe flips her guitar to play chords with her other hand.
1398,890.902,tt0583538,889.454,"['Phoebe plays guitar for Rachel.', 'Rachel watches Phoebe play guitar.', 'Phoebe looks at Rachel playing guitar.', 'Rachel looks at Phoebe playing guitar.', 'Phoebe strums guitar, Rachel observes.']",Ross sleeps at the lecture.
1399,900.521,tt0583538,899.768,"['Phoebe plays guitar.', 'Rachel looks at phone.', 'Ross watches Phoebe play.', 'Phoebe looks at Rachel.', 'Ross looks at Phoebe.']",He sits upright.
1400,901.989,tt0583538,900.978,"['Rachel looks at phone.', 'Ross looks at phone too.', 'Rachel and Ross gaze phones.', 'They stare at phones.', 'Rachel and Ross examine phones.']",People around him laugh.
1401,906.294,tt0583538,905.242,"['Rachel looks at her phone.', 'Ross looks at his phone too.', 'They both check their phones.', 'Rachel and Ross gaze at phones.', 'They stare at their phones.']",Rachel shoots him a look.
1402,918.831,tt0583538,917.106,"['Chandler walks towards Monica.', 'Chandler looks at Monica, smiling.', 'Chandler gets up, walking to Monica.', 'Monica smiles as Chandler approaches.', 'Chandler steps closer to Monica.']",He smirks as he reads the paper.
1403,408.127,tt0583487,407.287,"['Phoebe looks at Monica.', 'Monica gestures to Phoebe.', 'Phoebe holds a spoon.', 'Monica talks with hands.', 'Phoebe eats yogurt.']",Monica makes a face.
1404,423.636,tt0583487,420.514,"['Monica eats yogurt at a table, while Phoebe sits beside her.,.', 'Joey and Chandler enter the coffee shop, taking a seat on the couch.,.', 'Monica and Phoebe sit together, as Joey and Chandler sit on the couch nearby.,.', 'Phoebe talks to Monica, who eats yogurt at the table, as Joey and Chandler sit on the couch.,.', 'Joey and Chandler enter the coffee shop, while Monica and Phoebe sit at a table eating and talking.']","At Central Perk, Chandler stands and claps Joey on the shoulder."
1405,438.425,tt0583487,436.744,"['Chandler looks at his watch, then at Joey.', 'Joey sits down on the couch beside Chandler.', 'Chandler glances at his watch, then at Joey.', 'Joey joins Chandler on the couch.', 'Chandler and Joey sit together on the couch.']",They slowly sit back down on the couch.
1406,451.739,tt0583487,450.098,"['He looks at the man in black shirt.', 'The man in blue shirt faces the man in black shirt.', 'He sits with a yellow cup nearby.', 'The man in blue shirt looks at him.', 'He sits with the yellow cup in view.']","They both stare off, thinking."
1407,468.167,tt0583487,467.346,"['Chandler gestures with hands.', 'Joey nods at Chandler.', 'Chandler looks at Joey.', 'Joey watches Chandler talk.', 'Chandler talks with hands.']",He crosses his legs.
1408,513.545,tt0583487,511.943,"['Chandler speaks animatedly to Joey.', 'Joey listens intently to Chandler.', 'Chandler gesticulates as he talks.', 'Chandler and Joey maintain eye contact.', ""Chandler's hands move as he speaks.""]",Chandler nods and stares off.
1409,523.834,tt0583487,522.412,"['Joey looks at someone off-camera.', 'Joey moves his hands on the couch.', 'Joey talks with his hands moving.', 'Joey sits on the couch.', 'Joey gestures with his hands.']",He gestures with both hands.
1410,533.243,tt0583487,531.582,"['Joey gestures with his hands to Chandler.', ""Chandler looks at Joey's animated gestures."", 'Joey talks and gestures to Chandler.', 'Joey looks at Chandler with enthusiasm.', ""Chandler watches Joey's animated discussion.""]",Joey shrugs as Chandler stares.
1411,539.529,tt0583487,536.466,"['Chandler gestures with his hands as he talks to Joey on the couch.', 'Joey looks at Chandler as he speaks, his hands moving animatedly.', 'Chandler and Joey sit on the couch, engaged in conversation.', ""Joey's hands move expressively as he listens to Chandler on the couch."", 'The friends sit on the couch, Chandler speaking animatedly to Joey.']","At the office, Rachel talks on the phone as Sophie goes over paperwork."
1412,638.637,tt0583487,636.577,"['Ross holds a ring, talking to Rachel.', 'Rachel listens to Ross, holding her head.', 'Ross holds a ring, speaking to Rachel.', 'Rachel and Ross face each other, holding.', 'Ross holds a ring, speaking to Rachel Green.']",She hangs up and runs her hands through her hair.
1413,672.96,tt0583487,671.08,"['Ross looks at Rachel holding a basket and bag.', 'Rachel holds a basket and bag as Ross observes her.', 'Ross and Rachel share a moment, basket nearby.', 'Rachel holds a basket and bag, Ross looking on.', 'Ross examines Rachel, basket and bag in sight.']",Rachel storms out of the room with a binder.
1414,676.341,tt0583487,673.46,"['Ross holds a basket and puts something on the table.', 'Rachel sits at a table, holding a cup and conversing with Ross.', 'Ross puts something on the table, as Rachel holds a cup nearby.', 'Rachel holds a cup and talks to Ross, who is holding a basket.', 'Ross places something on the table, with Rachel seated nearby, holding a cup.']",Ross hangs his head and forcefully packs up the picnic basket.
1415,683.445,tt0583487,681.585,"['Rachel enters, carrying a stack of books, and looks at Ross.', 'Ross looks up as Rachel enters with a stack of books.', ""Rachel walks in, carrying books, and catches Ross's attention."", 'Ross gazes at Rachel as she enters with a stack of books.', ""Rachel enters, books in hand, and meets Ross's gaze.""]",Ross glares at Sophie.
1416,698.572,tt0583487,696.491,"['Rachel enters and waves at Ross, removing her coat.', 'Ross waves back as Rachel removes her coat.', 'Rachel waves at Ross, then takes off her coat.', 'Ross and Rachel exchange waves, Rachel removing her coat.', 'Rachel enters, waves at Ross, and takes off her coat.']",She tosses her things down and turns to him.
1417,716.998,tt0583487,715.158,"['Rachel gestures while Ross stands up.', 'Ross stands up from the couch.', 'Rachel looks at Ross, who gets up.', 'Ross gets up from the couch, looking at Rachel.', 'Rachel talks while Ross stands up from the couch.']",She stalks to the kitchen as he stands.
1418,792.767,tt0583487,791.191,"['Ross walks into the room, eyes on Rachel.', 'Rachel approaches Ross, who enters the room.', 'Ross opens the door, then looks at Rachel.', 'Ross enters, Rachel follows, door opens.', 'Ross walks in, Rachel joins him inside.']",Ross walks to the door with his coat.
1419,796.123,tt0583487,794.844,"['Rachel stands, Ross enters the room.', 'Ross looks at Rachel standing.', 'Ross enters, Rachel stands still.', 'Ross approaches Rachel, standing.', 'Ross enters, Rachel stays put.']",He turns back and looks at her.
1420,803.118,tt0583487,799.624,"['Rachel looks at Ross while wearing a black dress and necklace.', 'Ross listens to Rachel as she talks, looking at him.', 'Rachel wears a black dress and necklace while talking to Ross.', ""Ross listens intently to Rachel, who's dressed in a black dress and necklace."", 'Rachel, in a black dress and necklace, engages Ross in conversation.']",Ross's mouth falls open as he fixes Rachel with a gutted stare.
1421,805.654,tt0583487,803.437,"['Ross walks out of the apartment.', 'Ross exits the apartment, heading out.', 'Ross steps out of the apartment.', 'Ross leaves the apartment, closing in.', 'Ross opens the door and walks out.']",Then he steps out and slams the door behind him.
1422,808.129,tt0583487,806.393,"['Rachel stands at the window, gazing out.', 'Rachel looks out at the street scene.', 'Rachel stands, lost in thought, by the window.', 'Rachel gazes out at the passing cars.', 'Rachel stands, staring out at the street.']",She stares sadly at the closed door.
1423,812.103,tt0583487,809.986,"['Rachel walks down the street, passing Joey and Chandler.', 'Joey and Chandler sit at a bar, sipping drinks.', 'Rachel looks at Joey and Chandler at the bar.', 'Joey and Chandler sit at a bar, noticed by Rachel.', 'Rachel passes by Joey and Chandler at the bar.']","At the bar, Chandler and Joey sit with Chloe."
1424,834.217,tt0583487,832.06,"['Ross and Chandler shake hands and look at each other.', 'Chandler and Ross exchange a glance and a handshake.', 'Ross and Chandler shake hands, their faces meeting.', 'Chandler and Ross shake hands, their eyes locking.', 'Ross and Chandler shake hands, their faces inches apart.']","She leads him to Chandler and Joey, and they shake."
1425,857.536,tt0583487,855.719,"['Chandler and Joey sit at a table with Ross joining them.', 'Ross sits down at the table with Chandler and Joey.', 'Chandler, Joey, and Ross gather around the table.', 'Ross takes a seat at the table with his friends.', 'Chandler, Joey, and Ross sit together at a table.']",Chloe marches off.
1426,875.443,tt0583487,874.124,"['Monica looks at Chandler.', 'Chandler looks at Monica.', 'Monica and Chandler look at each other.', 'They hold wine glasses.', 'Monica and Chandler stare at menus.']",Misha smiles politely.
1427,946.473,tt0583487,944.936,"['Monica and Phoebe sit together.', 'Phoebe looks at Monica.', 'Monica and Phoebe gaze at each other.', 'They sit with wine glasses and plates.', 'Monica and Phoebe engage in a conversation.']",He turns pointedly to Monica.
1428,971.429,tt0583487,969.468,"['Phoebe examines the menu repeatedly.', 'Phoebe and Monica sit together, Phoebe looks at menu.', 'Phoebe focuses on the menu, repeatedly glancing at it.', 'Phoebe scrutinizes the menu, her attention unwavering.', 'Phoebe intensely studies the menu, her gaze steady.']",Phoebe smiles at Sergei.
1429,1014.174,tt0583487,1013.594,"['Rachel puts down phone.', 'Rachel hangs up.', 'Rachel sets down.', 'Phone is put down.', 'Rachel drops phone.']",She hangs up.
1430,1017.016,tt0583487,1014.995,"['Rachel talks on the phone, Joey eats food.', 'Ross and Chandler chat, Rachel holds a phone.', 'Joey eats, Rachel talks on the phone nearby.', 'Rachel chats on the phone, Joey enjoys food.', 'Joey munches on food, Rachel talks on phone.']","At the bar, Chandler and Joey sit with Ross."
1431,1035.529,tt0583487,1033.208,"['Chandler looks at Ross, holding a beer bottle.', 'Ross holds a beer bottle while talking to Chandler.', ""Joey looks at Chandler, who's with Ross and a beer."", 'Ross and Chandler sit together with a bottle of beer.', 'Chandler, Ross, and Joey hang out with a beer.']","Ross looks at his friends, and Joey waves him away."
1432,1037.27,tt0583487,1036.01,"['Ross and Chandler look at each other.', 'Chandler and Ross face each other.', 'Ross and Chandler gaze at each other.', 'Chandler and Ross stare at each other.', 'They exchange a glance.']",Ross stands and walks off.
1433,1050.262,tt0583487,1047.96,"['Chandler reaches for something on the table.', 'Joey looks up at Chandler as he reaches.', ""Chandler's hand extends towards the table."", 'Chandler takes something from the table.', 'He leans in to grab something beside Joey.']","At Rachel's, Mark opens takeout containers."
1434,1073.302,tt0583487,1072.642,"['Rachel takes the box.', 'He puts noodles before her.', 'Rachel gets the noodles.', 'He hands her noodles.', 'She receives noodles.']",She takes one.
1435,1086.084,tt0583487,1084.084,"['Rachel stands and talks on the phone.', 'Rachel is on the phone, standing up.', 'Rachel is standing and speaking on the phone.', 'Rachel talks on the phone while standing.', 'Rachel stands and has a phone conversation.']",Rachel jumps up and runs over to the phone.
1436,85.618,tt0583501,83.522,"['Monica pours into the blender, Rachel looks up.', ""Monica pours, Rachel's gaze follows the blender."", 'Rachel watches as Monica adds to the blender.', ""Monica blends, Rachel's eyes are on the blender."", 'Monica adds to the blender, Rachel looks up.']",The lidless blender sprays food everywhere.
1437,126.044,tt0583501,121.95,"['Monica moves her head around in bed as Rachel looks at her.', ""Rachel stands beside Monica's bed, looking at her friend."", ""Monica's head turns while Rachel gazes at her."", 'Rachel focuses on Monica lying in bed.', ""Monica's head moves as Rachel looks at her in the bedroom.""]","He lifts his head and looks around at his empty bed, then hides under his comforter."
1438,129.199,tt0583501,126.943,"['Ross sleeps as Rachel stands beside the bed.', 'Rachel looks at Ross sleeping on the bed.', 'Ross sleeps while Rachel stands at the door.', 'Rachel stands at the door, gazing at Ross.', 'Ross rests on the bed as Rachel observes him.']",Chloe steps out of his bathroom wearing a towel.
1439,262.403,tt0583501,259.309,"['Rachel Green enters the room, taking a box from Ross Geller.', 'Ross Geller holds a box, giving it to Rachel Green.', 'Chloe stands before Ross Geller, while Rachel Green enters and receives a box.', 'Ross Geller hands Rachel Green a box, as Chloe looks on.', 'Rachel Green takes a box from Ross Geller, as Chloe remains nearby.']","He opens the door to find Rachel, and Chloe hides behind the door."
1440,266.816,tt0583501,265.295,"['Rachel hugs Ross, holding a box.', 'Ross holds a box, Rachel enters and hugs him.', 'Ross talks, Rachel hugs him, holding a box.', 'Rachel enters, hugs Ross, and holds a box.', 'Ross holds a box, Rachel hugs him, and enters.']",They hug as Ross holds the clock.
1441,279.636,tt0583501,275.953,"['Ross hugs Rachel, then they both laugh together.', 'Rachel and Ross share a warm hug, followed by laughter.', 'Ross wraps his arms around Rachel, and they both chuckle.', 'Rachel and Ross come together, embracing each other and laughing.', 'Ross gives Rachel a hug, and they both share a hearty laugh.']","Chloe gives a thumbs up, and Ross pulls Rachel closer so she doesn't see."
1442,444.781,tt0583501,442.799,"['Ross sits on a couch talking.', 'Ross sits on a couch.', 'Ross is sitting on a couch.', 'Ross sits on the couch.', 'Ross is on the couch.']","In her room, Monica sits with Phoebe."
1443,485.655,tt0583501,484.174,"['Phoebe holds a book, Monica holds a remote.', 'Phoebe and Monica sit together, looking at each other.', 'Phoebe crosses her legs, Monica does the same.', 'Phoebe holds a book, Monica holds a remote control.', 'Phoebe and Monica sit, looking at each other.']",Phoebe yanks a strip off her leg.
1444,494.185,tt0583501,491.583,"['Phoebe holds a doll on a bed, talking to Monica.', 'Monica looks at Phoebe as she holds a doll on the bed.', 'Phoebe talks to Monica, who sits beside her on the bed.', 'Monica gazes at Phoebe, who cradles a doll on the bed.', 'Phoebe holds a doll, conversing with Monica on the bed.']",They stare hopelessly at the strips left on their legs.
1445,496.766,tt0583501,494.985,"['Ross enters and talks to the receptionist.', 'Ross walks in and chats with the receptionist.', 'Ross approaches the reception desk.', 'Ross visits the reception desk.', 'Ross talks to the receptionist and leaves.']",Ross storms into Chloe's workplace.
1446,522.099,tt0583501,521.298,"['Chloe speaks to Ross.', 'Ross walks away.', 'Ross talks to him.', 'Chloe holds a cup.', 'Ross walks away from her.']",Isaac walks by.
1447,530.624,tt0583501,528.523,"['Ross looks at someone while talking.', 'Ross talks to someone and looks at them.', 'Ross has a conversation with someone.', 'Ross looks and talks to someone.', 'Ross engages in conversation with someone.']",His puffy hair bounces as he grins at Ross.
1448,586.064,tt0583501,584.443,"['Ross enters a room where a woman lies on a bed.', 'Ross walks into a room with a woman on the bed.', 'Ross approaches a woman on a bed in the room.', 'Ross enters a room with a woman on the bed.', 'Ross enters a room where a woman lies on a bed.']",Ross turns away.
1449,588.145,tt0583501,586.624,"['Ross looks at the woman pulling the blanket.', 'Ross stands beside her as she pulls the blanket.', 'The woman pulls off the bed blanket beside Ross.', 'Ross watches as the blanket is pulled off the bed.', 'Ross observes the woman pulling the bed blanket.']",He hurries into a massage parlor.
1450,737.262,tt0583495,734.26,"['Phoebe dances in the living room, Rachel standing nearby.', 'Rachel stands still as Phoebe dances beside her.', 'Phoebe moves to Rachel, looking at her.', 'Phoebe dances, with Rachel watching her from the side.', ""Rachel observes Phoebe's dancing in the living room.""]",She puts champagne in an ice bucket and rushes over to the door.
1451,773.096,tt0583495,772.696,"['Carol approaches Ross.', 'Ross talks to Carol.', 'Carol looks at Ross.', 'Ross and Carol face each other.', 'They stand at a table.']","So, anyway..."
1452,811.545,tt0583495,810.964,"['Ross looks at Carol.', 'Carol stands tall.', 'Ross gazes at her.', 'Carol stands firm.', 'Ross focuses on her.']",Ross sits.
1453,813.85,tt0583495,812.026,"['Carol stands in front of Ross, holding a bottle.', 'Ross sits at a table with Carol nearby.', 'Carol talks to Ross, with champagne nearby.', 'Ross sits at a table with Carol standing, a candle lit.', 'Carol and Ross converse, surrounded by wine and a candle.']","At the rest stop, Phoebe uses a payphone."
