anno_idx,end,end_,imdbid,start,start_,text_gen,text_gt
1386,667.326,664.344,tt0583461,664.344,664.344,"1. Main characters: Joey Tribbiani (red), Chandler Bing (green);
2. Actions: Joey Tribbiani is reading a book, Chandler Bing is sitting on the couch with a basketball;
3. Character-character interactions: Joey Tribbiani is talking to Chandler Bing, Chandler Bing is looking at Joey Tribbiani;
4. Key objects: book, basketball.","Joey gets an eyeful of Robert's crotch, and his eyes go wide."
1387,674.57,673.809,tt0583461,673.809,673.809,"1. Main characters: Joey Tribbiani (red), Chandler Bing (green), Phoebe Buffay (blue).
2. Actions: Joey Tribbiani is sitting on the couch with a basketball, Chandler Bing is standing up and talking to Joey, Phoebe Buffay is sitting on the couch and talking to Chandler.
3. Character-character interactions: Chandler is talking to Joey, while Phoebe is talking to Chandler. Joey is holding a basketball.
4. Key objects: basketball, couch, coffee table.",Robert jumps off.
1388,603.707,601.67,tt0583538,601.67,601.67,"1. Main characters: 'Chandler Bing'.
2. Actions: 'Chandler Bing smiles at the woman, then the woman smiles back at him. The woman then turns away and smiles at the man'.
3. Character-character interactions: 'Chandler Bing smiles at the woman, then the woman smiles back at him. The woman then turns away and smiles at the man'.","She smiles, and Chandler studies her."
1389,606.762,604.586,tt0583538,604.586,604.586,"1. Main characters: 'Chandler Bing'.
2. Actions: 'Chandler Bing is talking to a woman, then they both look at a building'.
3. Character-character interactions: 'Chandler Bing is talking to a woman, then they both look at a building'.
4. Key objects: 'a building'.",Rachel hops into bed with Ross as he reads a book.
1390,689.994,688.337,tt0583538,688.337,688.337,"1. Main characters: Dr. Ross Geller (red), Rachel Green (green).
2. Actions: Dr. Ross Geller is talking to Rachel Green, who is listening and responding.
3. Character-character interactions: Dr. Ross Geller is looking at Rachel Green, who is looking at him.
4. Key objects: There are no key objects in this scene.",Rachel tries not to crack up.
1391,704.315,699.744,tt0583538,699.744,699.744,"1. Main characters: Dr. Ross Geller (red), Rachel Green (green).
2. Actions: Dr. Ross Geller is talking to Rachel Green, who is listening to him.
3. Character-character interactions: Dr. Ross Geller is looking at Rachel Green, who is looking away.
4. Key objects: There are no key objects in this scene.",Phoebe stares at the pan with her beeper in it as she sits at Monica's table.
1392,708.787,704.895,tt0583538,704.895,704.895,"1. Main characters: Phoebe Buffay (blue), Monica Geller (yellow).
2. Actions: Phoebe is eating something from a pot, Monica is clapping her hands.
3. Character-character interactions: Phoebe is looking at Monica.
4. Key objects: pot, food.","She checks the beeper as Monica walks out of the bathroom, then puts it back in the pan."
1393,763.046,761.668,tt0583538,761.668,761.668,"1. Main characters: Phoebe Buffay (red), Monica Geller (green).
2. Actions: Phoebe Buffay is talking to Monica Geller, who is facing away from the camera.
3. Character-character interactions: Phoebe Buffay is talking to Monica Geller, who is facing away from the camera.
4. Key objects: There are no key objects in this scene.",Leslie plays at Central Park.
1394,782.718,781.785,tt0583538,781.785,781.785,"1. Main characters: Leslie;
2. Actions: Leslie is playing the guitar and singing into a microphone;
3. Character-character interactions: Leslie is looking at the camera.",Phoebe bursts in.
1395,812.347,808.302,tt0583538,808.302,808.302,"1. Main characters: Phoebe Buffay (red), Leslie (green);
2. Actions: Phoebe Buffay is playing the guitar, Leslie is singing, both are looking at each other;
3. Character-character interactions: Phoebe Buffay and Leslie are looking at each other;
4. Key objects: guitar, microphone.",Leslie and Phoebe hug.
1396,813.517,812.367,tt0583538,812.367,812.367,"1. Main characters: Dr. Ross Geller (blue), Rachel Green (yellow);
2. Actions: Dr. Ross Geller is looking at the camera, Rachel Green is looking at the camera;
3. Character-character interactions: Dr. Ross Geller and Rachel Green are looking at the camera.","At the lecture, Ross slumps."
1397,888.303,885.665,tt0583538,885.665,885.665,"1. Main characters: Phoebe Buffay (green), Leslie (red), Rachel Green (blue), Dr. Ross Geller (yellow).
2. Actions: Phoebe and Leslie play guitars, Phoebe stops playing, Leslie looks at the audience.
3. Character-character interactions: Phoebe and Leslie play guitars, Leslie looks at the audience.
4. Key objects: guitars.",Phoebe flips her guitar to play chords with her other hand.
1398,890.902,889.454,tt0583538,889.454,889.454,"1. Main characters: Phoebe Buffay (red), Rachel Green (green), Dr. Ross Geller (blue);
2. Actions: Phoebe is playing the guitar, Rachel is watching her, Dr. Ross is sleeping.
3. Character-character interactions: Phoebe is looking at Rachel, Rachel is looking at Phoebe, Dr. Ross is sleeping.
4. Key objects: guitar, couch.",Ross sleeps at the lecture.
1399,900.521,899.768,tt0583538,899.768,899.768,"1. Main characters: Phoebe Buffay (red), Rachel Green (green), Dr. Ross Geller (blue);
2. Actions: Phoebe is playing the guitar, Rachel is looking at her phone, Dr. Ross is looking at Phoebe;
3. Character-character interactions: Phoebe is looking at Rachel, Dr. Ross is looking at Phoebe;
4. Key objects: guitar, phone.",He sits upright.
1400,901.989,900.978,tt0583538,900.978,900.978,"1. Main characters: Rachel Green (green), Dr. Ross Geller (blue);
2. Actions: Rachel Green is looking at her phone, Dr. Ross Geller is looking at his phone;
3. Character-character interactions: Rachel Green and Dr. Ross Geller are looking at their phones;
4. Key objects: phones.",People around him laugh.
1401,906.294,905.242,tt0583538,905.242,905.242,"1. Main characters: Rachel Green, Dr. Ross Geller;
2. Actions: Rachel Green is looking at her phone, Dr. Ross Geller is looking at his phone;
3. Character-character interactions: Rachel Green and Dr. Ross Geller are looking at their phones;
4. Key objects: phones.",Rachel shoots him a look.
1402,918.831,917.106,tt0583538,917.106,917.106,"1. Main characters: Chandler Bing (green), Monica Geller (red).
2. Actions: In Shot 1, Chandler is reading a newspaper while Monica is standing next to him. In Shot 2, Chandler is standing up and walking towards Monica.
3. Character-character interactions: Chandler looks at Monica and Monica smiles at Chandler.
4. Key objects: In Shot 1, there is a newspaper on the table. In Shot 2, there is a foosball table.",He smirks as he reads the paper.
1403,408.127,407.287,tt0583487,407.287,407.287,"1. Main characters: Phoebe Buffay (green), Monica Geller (red);
2. Actions: Phoebe is eating yogurt and talking, while Monica is talking and gesturing with her hands;
3. Character-character interactions: Phoebe is looking at Monica, and Monica is looking at Phoebe;
4. Key objects: yogurt, spoon.",Monica makes a face.
1404,423.636,420.514,tt0583487,420.514,420.514,"1. Main characters: Monica Geller (red), Phoebe Buffay (green), Joey Tribbiani (blue), Chandler Bing (yellow);
2. Actions: Monica and Phoebe are sitting at a table, Monica is eating yogurt and Phoebe is talking. Joey and Chandler are entering the coffee shop, Chandler is talking to Joey. Joey and Chandler are sitting on the couch.
3. Character-character interactions: Monica and Phoebe are talking, Joey and Chandler are talking to each other.
4. Key objects: yogurt, table, coffee shop, couch.","At Central Perk, Chandler stands and claps Joey on the shoulder."
1405,438.425,436.744,tt0583487,436.744,436.744,"1. Main characters: Chandler Bing (green), Joey Tribbiani (red);
2. Actions: Chandler and Joey are sitting on a couch. Chandler is looking at his watch, and Joey is looking at Chandler. Joey then sits down on the couch.
3. Character-character interactions: Chandler and Joey are looking at each other.
4. Key objects: watch, couch.",They slowly sit back down on the couch.
1406,451.739,450.098,tt0583487,450.098,450.098,"1. Main characters: red - man in blue shirt, green - man in black shirt.
2. Actions: The man in blue shirt is talking to the man in black shirt, who is sitting on the couch.
3. Character-character interactions: The man in blue shirt is looking at the man in black shirt, who is looking at him.
4. Key objects: There is a yellow cup on the table in front of the man in black shirt.","They both stare off, thinking."
1407,468.167,467.346,tt0583487,467.346,467.346,"1. Main characters: Chandler Bing (red), Joey Tribbiani (green);
2. Actions: Chandler Bing is talking and gesturing with his hands, while Joey Tribbiani is listening and nodding his head;
3. Character-character interactions: Chandler Bing is looking at Joey Tribbiani, while Joey Tribbiani is looking at Chandler Bing;
4. Key objects: a yellow cup on the table in front of them.",He crosses his legs.
1408,513.545,511.943,tt0583487,511.943,511.943,"1. Main characters: Chandler Bing (red), Joey Tribbiani (green);
2. Actions: Chandler Bing is speaking and gesturing with his hands, while Joey Tribbiani is listening and looking at him;
3. Character-character interactions: Chandler Bing is looking at Joey Tribbiani while speaking, and Joey Tribbiani is looking at Chandler Bing;
4. Key objects: There are no key objects in this scene.",Chandler nods and stares off.
1409,523.834,522.412,tt0583487,522.412,522.412,"1. Main characters: Joey Tribbiani.
2. Actions: Joey is sitting on a couch and talking, moving his hands.
3. Character-character interactions: Joey is looking at someone off-camera.
4. Key objects: The couch, the man in the background, and the items on the shelves behind them.",He gestures with both hands.
1410,533.243,531.582,tt0583487,531.582,531.582,"1. Main characters: Joey Tribbiani (red), Chandler Bing (green).
2. Actions: Joey Tribbiani is talking and gesturing with his hands, Chandler Bing is listening and looking at Joey.
3. Character-character interactions: Joey Tribbiani is looking at Chandler Bing, Chandler Bing is looking at Joey Tribbiani.
4. Key objects: There are no key objects in this scene.",Joey shrugs as Chandler stares.
1411,539.529,536.466,tt0583487,536.466,536.466,"1. Main characters: Chandler Bing, Joey Tribbiani.
2. Actions: Chandler and Joey are sitting on a couch, Chandler is talking to Joey, who is gesturing with his hands.
3. Character-character interactions: Chandler is looking at Joey, who is looking at Chandler.","At the office, Rachel talks on the phone as Sophie goes over paperwork."
1412,638.637,636.577,tt0583487,636.577,636.577,"1. Main characters: Dr. Ross Geller (red), Rachel Green (green);
2. Actions: Dr. Ross Geller is standing in front of Rachel Green, holding a ring and talking to her. Rachel Green is standing in front of Dr. Ross Geller, holding her head and talking to him;
3. Character-character interactions: Dr. Ross Geller is talking to Rachel Green, and Rachel Green is listening to him. They are both looking at each other;
4. Key objects: ring, talking.",She hangs up and runs her hands through her hair.
1413,672.96,671.08,tt0583487,671.08,671.08,"1. Main characters: Dr. Ross Geller (red), Rachel Green (green);
2. Actions: Dr. Ross Geller is talking to Rachel Green, who is holding a basket and a bag.
3. Character-character interactions: Dr. Ross Geller is looking at Rachel Green, who is looking at him.
4. Key objects: basket, bag.",Rachel storms out of the room with a binder.
1414,676.341,673.46,tt0583487,673.46,673.46,"1. Main characters: Dr. Ross Geller (red), Rachel Green (green);
2. Actions: Dr. Ross Geller is talking to Rachel Green, who is sitting at a table. Dr. Ross Geller is also holding a basket and putting something on the table. Rachel Green is holding a cup and talking to Dr. Ross Geller. There is also a woman in the background who is talking to Dr. Ross Geller.
3. Character-character interactions: Dr. Ross Geller is talking to Rachel Green, who is sitting at a table. There is also a woman in the background who is talking to Dr. Ross Geller.
4. Key objects: basket, cup, table.",Ross hangs his head and forcefully packs up the picnic basket.
1415,683.445,681.585,tt0583487,681.585,681.585,"1. Main characters: Dr. Ross Geller (red), Rachel Green (green);
2. Actions: Dr. Ross Geller is sitting on the couch, while Rachel Green is entering the room and carrying a stack of books;
3. Character-character interactions: Dr. Ross Geller is looking at Rachel Green;
4. Key objects: books, couch.",Ross glares at Sophie.
1416,698.572,696.491,tt0583487,696.491,696.491,"1. Main characters: Rachel Green (green), Dr. Ross Geller (red);
2. Actions: Rachel enters the room, waves, and removes her coat. Ross looks at Rachel and waves back.
3. Character-character interactions: Rachel waves at Ross, Ross waves back, Rachel removes her coat.
4. Key objects: coat, necklace, lamp, poster.",She tosses her things down and turns to him.
1417,716.998,715.158,tt0583487,715.158,715.158,"1. Main characters: Rachel Green (red), Dr. Ross Geller (green).
2. Actions: Rachel is talking and gesturing, while Ross is sitting on the couch and then standing up.
3. Character-character interactions: Rachel is looking at Ross, and Ross is looking at Rachel.
4. Key objects: The couch, the coffee table, and the TV in the background.",She stalks to the kitchen as he stands.
1418,792.767,791.191,tt0583487,791.191,791.191,"1. Main characters: Dr. Ross Geller (red), Rachel Green (green);
2. Actions: Dr. Ross Geller walks towards the door, opens it, and walks into the room. Rachel Green looks at him and walks towards him;
3. Character-character interactions: Dr. Ross Geller looks at Rachel Green;
4. Key objects: door, room.",Ross walks to the door with his coat.
1419,796.123,794.844,tt0583487,794.844,794.844,"1. Main characters: Rachel Green (red), Dr. Ross Geller (green).
2. Actions: In Shot 2, Rachel Green is standing and talking. In Shot 3, Dr. Ross Geller enters the room and talks to Rachel Green.
3. Character-character interactions: Dr. Ross Geller looks at Rachel Green.
4. Key objects: There are no specific objects mentioned in the shots.",He turns back and looks at her.
1420,803.118,799.624,tt0583487,799.624,799.624,"1. Main characters: Rachel Green (red), Dr. Ross Geller (green).
2. Actions: Rachel is talking, Ross is listening.
3. Character-character interactions: Rachel is looking at Ross.
4. Key objects: Rachel is wearing a black dress and a necklace.",Ross's mouth falls open as he fixes Rachel with a gutted stare.
1421,805.654,803.437,tt0583487,803.437,803.437,"1. Main characters: Dr. Ross Geller (green).
2. Actions: Dr. Ross Geller walks out of the apartment.
3. Character-character interactions: None.
4. Key objects: Door, apartment number.",Then he steps out and slams the door behind him.
1422,808.129,806.393,tt0583487,806.393,806.393,"1. Main characters: Rachel Green.
2. Actions: Rachel is standing in front of a window, looking out at the street.
3. Character-character interactions: None.
4. Key objects: Window, street, cars.",She stares sadly at the closed door.
1423,812.103,809.986,tt0583487,809.986,809.986,"1. Main characters: Rachel Green (red), Joey Tribbiani (blue), Chandler Bing (yellow).
2. Actions: Rachel is walking down the street, looking around. Joey and Chandler are sitting at a bar, talking and drinking.
3. Character-character interactions: Rachel is looking at Joey and Chandler, who are sitting at a bar.","At the bar, Chandler and Joey sit with Chloe."
1424,834.217,832.06,tt0583487,832.06,832.06,"1. Main characters: Dr. Ross Geller (red), Chloe (green), Chandler Bing (blue), Joey Tribbiani (yellow).
2. Actions: Dr. Ross Geller and Chandler Bing shake hands, Dr. Ross Geller and Chandler Bing talk, Dr. Ross Geller and Chandler Bing look at each other.
3. Character-character interactions: Dr. Ross Geller and Chandler Bing shake hands, Dr. Ross Geller and Chandler Bing talk, Dr. Ross Geller and Chandler Bing look at each other.
4. Key objects: hands, faces.","She leads him to Chandler and Joey, and they shake."
1425,857.536,855.719,tt0583487,855.719,855.719,"1. Main characters: Chandler Bing (red), Joey Tribbiani (green), Dr. Ross Geller (yellow);
2. Actions: Chandler Bing and Joey Tribbiani are sitting at a table, Chandler is talking to Joey, Ross is standing and talking to Chandler and Joey, Ross sits down at the table;
3. Character-character interactions: Chandler and Joey are looking at Ross, Ross is looking at Chandler and Joey, Chandler and Joey are looking at Ross;
4. Key objects: table, chairs, drinks.",Chloe marches off.
1426,875.443,874.124,tt0583487,874.124,874.124,"1. Main characters: Monica Geller (red), Chandler Bing (green);
2. Actions: Monica is talking to Chandler, Chandler is listening to Monica;
3. Character-character interactions: Monica is looking at Chandler, Chandler is looking at Monica;
4. Key objects: wine glasses, plates, menus.",Misha smiles politely.
1427,946.473,944.936,tt0583487,944.936,944.936,"1. Main characters: Monica Geller (red), Phoebe Buffay (green).
2. Actions: Monica and Phoebe are sitting at a table with wine glasses and plates. Monica is looking at Phoebe, who is looking at Monica. They both appear to be engaged in a conversation.
3. Character-character interactions: Monica and Phoebe are interacting with each other by looking at each other.
4. Key objects: wine glasses, plates, and a vase with flowers on the table.",He turns pointedly to Monica.
1428,971.429,969.468,tt0583487,969.468,969.468,"1. Main characters: Phoebe Buffay (red), Monica Geller (green).
2. Actions: Phoebe looks at Monica, Monica looks at Phoebe, Phoebe looks at the menu, Phoebe looks at the menu, Phoebe looks at the menu, Phoebe looks at the menu, Phoebe looks at the menu, Phoebe looks at the menu, Phoebe looks at the menu, Phoebe looks at the menu, Phoebe looks at the menu, Phoebe looks at the menu, Phoebe looks at the menu, Phoebe looks at the menu, Phoebe looks at the menu, Phoebe looks at the menu, Phoebe looks at the menu, Phoebe looks at the menu, Phoebe looks at the menu, Phoebe looks at the menu, Phoebe looks at the menu, Phoebe looks at the menu, Phoebe looks at the menu, Phoebe looks at the menu, Phoebe looks at the menu, Phoebe looks at the menu, Phoebe looks at the menu, Phoebe looks at the menu, Phoebe looks at the menu, Phoebe looks at the menu, Phoebe looks at the menu, Phoebe looks at the menu, Phoebe looks at the menu, Phoebe looks at the menu, Phoebe looks at the menu, Phoebe looks at the menu, Phoebe looks at the menu, Phoebe looks at the menu, Phoebe looks at the menu, Phoebe looks at the menu, Phoebe looks at the menu, Phoebe looks at the menu, Phoebe looks at the menu, Phoebe looks at the menu, Phoebe looks at the menu, Phoebe looks at the menu, Phoebe looks at the menu, Phoebe looks at the menu, Phoebe looks at the menu, Phoebe looks at the menu, Phoebe looks at the menu, Phoebe looks at the menu, Phoebe looks at the menu, Phoebe looks at the menu, Phoebe looks at the menu, Phoebe looks at the menu, Phoebe looks at the menu, Phoebe looks at the menu, Phoebe looks at the menu, Phoebe looks at the menu, Phoebe looks at the menu, Ph",Phoebe smiles at Sergei.
1429,1014.174,1013.594,tt0583487,1013.594,1013.594,"1. Main characters: Rachel Green.
2. Actions: Rachel is talking on the phone, then puts it down.
3. Character-character interactions: None.
4. Key objects: Phone.",She hangs up.
1430,1017.016,1014.995,tt0583487,1014.995,1014.995,"1. Main characters: Rachel Green (red), Joey Tribbiani (green), Dr. Ross Geller (blue), Chandler Bing (yellow).
2. Actions: Rachel is talking on the phone, Joey is eating a piece of food, Ross and Chandler are talking to each other.
3. Character-character interactions: Rachel is talking to Joey, Ross and Chandler are talking to each other.
4. Key objects: phone, food, wine bottle, wine glass.","At the bar, Chandler and Joey sit with Ross."
1431,1035.529,1033.208,tt0583487,1033.208,1033.208,"1. Main characters: Chandler Bing (yellow), Dr. Ross Geller (blue), Joey Tribbiani (green).
2. Actions: Chandler is talking to Ross and Joey, while Ross is holding a bottle of beer. Joey is standing next to Chandler.
3. Character-character interactions: Chandler is looking at Ross, while Ross is looking at Chandler. Joey is looking at Chandler.
4. Key objects: a bottle of beer.","Ross looks at his friends, and Joey waves him away."
1432,1037.27,1036.01,tt0583487,1036.01,1036.01,"1. Main characters: Dr. Ross Geller (red), Chandler Bing (blue).
2. Actions: Dr. Ross Geller and Chandler Bing are talking to each other.
3. Character-character interactions: Dr. Ross Geller and Chandler Bing are looking at each other.
4. Key objects: There are no key objects in this shot.",Ross stands and walks off.
1433,1050.262,1047.96,tt0583487,1047.96,1047.96,"1. Main characters: Chandler Bing (blue), Joey Tribbiani (green);
2. Actions: Chandler Bing is standing next to Joey Tribbiani, who is sitting at a table. Chandler Bing is reaching for something on the table, while Joey Tribbiani is looking at him;
3. Character-character interactions: Chandler Bing and Joey Tribbiani are interacting with each other;
4. Key objects: table, bottles.","At Rachel's, Mark opens takeout containers."
1434,1073.302,1072.642,tt0583487,1072.642,1072.642,"1. Main characters: Rachel Green;
2. Actions: Rachel is sitting at a table with a man who is standing and putting a box of noodles in front of her. She takes the box and puts it on the table.
3. Character-character interactions: The man puts the box in front of Rachel, and she takes it.
4. Key objects: box of noodles.",She takes one.
1435,1086.084,1084.084,tt0583487,1084.084,1084.084,"1. Main characters: Rachel Green;
2. Actions: Rachel is standing up and talking on the phone;
3. Character-character interactions: None.",Rachel jumps up and runs over to the phone.
1436,85.618,83.522,tt0583501,83.522,83.522,"1. Main characters: Monica Geller (green), Rachel Green (red);
2. Actions: Monica pours something into the blender, Rachel looks up at the blender, Monica looks up at the blender;
3. Character-character interactions: Monica pours something into the blender, Rachel looks up at the blender, Monica looks up at the blender.",The lidless blender sprays food everywhere.
1437,126.044,121.95,tt0583501,121.95,121.95,"1. Main characters: Monica Geller (red), Rachel Green (green);
2. Actions: Monica is lying in bed, and Rachel is talking to her. Monica is moving her head around, and Rachel is looking at her.
3. Character-character interactions: Monica is looking at Rachel, and Rachel is looking at Monica.
4. Key objects: Monica is lying in bed, and Rachel is standing next to her.","He lifts his head and looks around at his empty bed, then hides under his comforter."
1438,129.199,126.943,tt0583501,126.943,126.943,"1. Main characters: Dr. Ross Geller (green), Rachel Green (red);
2. Actions: Dr. Ross Geller is sleeping on the bed, while Rachel Green is standing at the door, looking at him;
3. Character-character interactions: Dr. Ross Geller is sleeping on the bed, while Rachel Green is standing at the door, looking at him.",Chloe steps out of his bathroom wearing a towel.
1439,262.403,259.309,tt0583501,259.309,259.309,"1. Main characters: Chloe, Dr. Ross Geller, Rachel Green;
2. Actions: Dr. Ross Geller is talking to Chloe, who is standing in front of him. Then, Rachel Green enters the room and talks to Dr. Ross Geller. Dr. Ross Geller is holding a box and giving it to Rachel Green.
3. Character-character interactions: Dr. Ross Geller is talking to Chloe, who is standing in front of him. Then, Rachel Green enters the room and talks to Dr. Ross Geller. Dr. Ross Geller is holding a box and giving it to Rachel Green.
4. Key objects: a box.","He opens the door to find Rachel, and Chloe hides behind the door."
1440,266.816,265.295,tt0583501,265.295,265.295,"1. Main characters: Dr. Ross Geller (green), Rachel Green (blue);
2. Actions: Dr. Ross Geller is holding a box and talking to Rachel Green. Rachel Green is entering the room and hugging Dr. Ross Geller;
3. Character-character interactions: Dr. Ross Geller and Rachel Green are interacting with each other. Dr. Ross Geller is talking to Rachel Green, and Rachel Green is hugging him;
4. Key objects: Dr. Ross Geller is holding a box.",They hug as Ross holds the clock.
1441,279.636,275.953,tt0583501,275.953,275.953,"1. Main characters: Rachel Green (red), Dr. Ross Geller (green).
2. Actions: Dr. Ross Geller hugs Rachel Green, then they both laugh.
3. Character-character interactions: Dr. Ross Geller and Rachel Green are interacting with each other.
4. Key objects: None.","Chloe gives a thumbs up, and Ross pulls Rachel closer so she doesn't see."
1442,444.781,442.799,tt0583501,442.799,442.799,"1. Main characters: Dr. Ross Geller (green).
2. Actions: Dr. Ross Geller is sitting on a couch and talking.
3. Character-character interactions: None.
4. Key objects: Couch, Dr. Ross Geller.","In her room, Monica sits with Phoebe."
1443,485.655,484.174,tt0583501,484.174,484.174,"1. Main characters: Phoebe Buffay (red), Monica Geller (green);
2. Actions: Phoebe is sitting on the bed with her legs crossed, Monica is sitting next to her with her legs crossed as well. Phoebe is holding a book and Monica is holding a remote control. They are both looking at each other and talking.
3. Character-character interactions: Phoebe and Monica are looking at each other and talking.
4. Key objects: book, remote control.",Phoebe yanks a strip off her leg.
1444,494.185,491.583,tt0583501,491.583,491.583,"1. Main characters: Phoebe Buffay (red), Monica Geller (green).
2. Actions: Phoebe and Monica are sitting on a bed, with Phoebe holding a doll and Monica looking at her. In Shot 2, Phoebe is talking to Monica, who is looking at her.
3. Character-character interactions: Phoebe is talking to Monica, who is looking at her.
4. Key objects: doll, bed.",They stare hopelessly at the strips left on their legs.
1445,496.766,494.985,tt0583501,494.985,494.985,"1. Main characters: Dr. Ross Geller (blue), Chloe (yellow);
2. Actions: Dr. Ross Geller enters the room, talks to the receptionist, and walks away. Chloe is standing at the reception desk, talking to the receptionist.
3. Character-character interactions: Dr. Ross Geller is talking to the receptionist, and Chloe is talking to the receptionist.
4. Key objects: reception desk, receptionist.",Ross storms into Chloe's workplace.
1446,522.099,521.298,tt0583501,521.298,521.298,"1. Main characters: Chloe (red), Dr. Ross Geller (green).
2. Actions: Chloe speaks to Dr. Ross Geller, Dr. Ross Geller walks away, Dr. Ross Geller speaks to a man with an afro.
3. Character-character interactions: Chloe speaks to Dr. Ross Geller, Dr. Ross Geller speaks to a man with an afro.
4. Key objects: Chloe holds a cup.",Isaac walks by.
1447,530.624,528.523,tt0583501,528.523,528.523,"1. Main characters: Dr. Ross Geller (green).
2. Actions: Dr. Ross Geller is talking to someone.
3. Character-character interactions: Dr. Ross Geller is looking at someone.
4. Key objects: None.",His puffy hair bounces as he grins at Ross.
1448,586.064,584.443,tt0583501,584.443,584.443,"1. Main characters: Dr. Ross Geller.
2. Actions: Dr. Ross Geller is talking to someone in the first shot, then he is walking into a room where a woman is lying on a bed.
3. Character-character interactions: Dr. Ross Geller is talking to someone in the first shot, then he is talking to a woman in the second shot.
4. Key objects: bed, woman.",Ross turns away.
1449,588.145,586.624,tt0583501,586.624,586.624,"1. Main characters: Dr. Ross Geller (red).
2. Actions: In Shot 2, Dr. Ross Geller is talking to someone. In Shot 3, a woman is pulling a blanket off a bed while Dr. Ross Geller is standing next to her.
3. Character-character interactions: Dr. Ross Geller is looking at the woman who is pulling the blanket off the bed.
4. Key objects: bed, blanket.",He hurries into a massage parlor.
1450,737.262,734.26,tt0583495,734.26,734.26,"1. Main characters: Phoebe Buffay (red), Rachel Green (green);
2. Actions: Phoebe is dancing in the living room, Rachel is standing next to her;
3. Character-character interactions: Phoebe is looking at Rachel.",She puts champagne in an ice bucket and rushes over to the door.
1451,773.096,772.696,tt0583495,772.696,772.696,"1. Main characters: Carol (green), Dr. Ross Geller (red).
2. Actions: Carol walks towards Dr. Ross Geller, Dr. Ross Geller talks to Carol.
3. Character-character interactions: Carol looks at Dr. Ross Geller, Dr. Ross Geller looks at Carol.
4. Key objects: table, wine bottle, glasses.","So, anyway..."
1452,811.545,810.964,tt0583495,810.964,810.964,"1. Main characters: Dr. Ross Geller (red), Carol (green).
2. Actions: Dr. Ross Geller is talking to Carol, who is standing in front of him. Carol is wearing a green coat and has her hands on her hips.
3. Character-character interactions: Dr. Ross Geller is looking at Carol, who is looking at him.
4. Key objects: There are no key objects in this shot.",Ross sits.
1453,813.85,812.026,tt0583495,812.026,812.026,"1. Main characters: Carol (red).
2. Actions: Carol is standing in front of Dr. Ross Geller (green), who is sitting at a table. Carol is talking to Dr. Ross Geller.
3. Character-character interactions: Carol is talking to Dr. Ross Geller.
4. Key objects: A bottle of champagne, a wine glass, and a candle are on the table.","At the rest stop, Phoebe uses a payphone."
1454,854.455,853.035,tt0583495,853.035,853.035,"1. Main characters: Phoebe Buffay (red), Rachel Green (green), Monica Geller (blue);
2. Actions: Phoebe is talking on the phone, then hangs up and walks away. Rachel and Monica are standing next to her, watching her. Monica then turns around and walks away.
3. Character-character interactions: Phoebe is talking to Rachel and Monica, who are standing next to her. Monica turns around and walks away.
4. Key objects: phone booth, phone.",TV hangs up.
1455,881.733,879.692,tt0583495,879.692,879.692,"1. Main characters: Joey Tribbiani (blue), Chandler Bing (yellow).
2. Actions: Joey and Chandler are walking together, with Chandler putting his arm around Joey's shoulders. Joey turns to look at the camera.
3. Character-character interactions: Chandler puts his arm around Joey's shoulders, and Joey turns to look at the camera.
4. Key objects: None.",Joey supports Chandler as they hobble over.
1456,898.389,895.847,tt0583495,895.847,895.847,"1. Main characters: Phoebe Buffay (red), Dr. Ross Geller (pink);
2. Actions: Phoebe is eating food, Dr. Ross is eating food;
3. Character-character interactions: Phoebe is looking at Dr. Ross, Dr. Ross is looking at Phoebe;
4. Facial expressions: Phoebe is smiling, Dr. Ross is frowning.","At Carol's, Ross drinks wine and eats hors d'oeuvres."
1457,915.514,914.533,tt0583495,914.533,914.533,"1. Main characters: Carol (red), Dr. Ross Geller (green);
2. Actions: Carol is sitting at a table with a man, she is smiling and talking to him. The man is sitting across from her and appears to be listening to her. They are both engaged in conversation.
3. Character-character interactions: Carol is looking at the man and smiling, while the man is looking at her and listening to her. They are both engaged in conversation.
4. Key objects: There are two candles on the table, a glass of wine, and a plate of food.",Ross checks his beeper.
1458,921.359,919.117,tt0583495,919.117,919.117,"1. Main characters: Dr. Ross Geller (green), Carol (red);
2. Actions: Dr. Ross Geller is sitting at a table with a woman, who is holding a plate of food. The woman stands up and walks away, while Dr. Ross Geller looks down at the table. The woman then walks back to the table and hands Dr. Ross Geller the plate of food.
3. Character-character interactions: The woman interacts with Dr. Ross Geller by giving him the plate of food. Dr. Ross Geller looks down at the table and then looks at the woman.
4. Key objects: The plate of food, the table, and the woman's hand.","Grabbing a phone, Ross finishes the hors d'oeuvres."
1459,939.514,938.753,tt0583495,938.753,938.753,"1. Main characters: Phoebe Buffay (green), Monica Geller (blue);
2. Actions: Phoebe is talking on the phone, Monica is standing next to her. A woman in a red jacket walks by;
3. Character-character interactions: Phoebe is talking on the phone, Monica is standing next to her. A woman in a red jacket walks by;
4. Key objects: phone, woman in red jacket.",Rachel walks up.
