,anno_idx,end,imdbid,start,text_gen,text_gt,gt_action,action_score_breakdown,action_score
6106,1221,267.809,tt0583609,265.607,Monica and Rachel gaze at each other on the couch.,Monica gives him an exaggerated thumbs up.,['He gives him an exaggerated thumbs up.'],[0.27540454864501956],0.27540454864501956
6107,1221,267.809,tt0583609,265.607,Monica and Rachel sit side by side on the couch.,Monica gives him an exaggerated thumbs up.,['He gives him an exaggerated thumbs up.'],[0.240549898147583],0.240549898147583
6108,1221,267.809,tt0583609,265.607,Rachel and Monica share a glance on the couch.,Monica gives him an exaggerated thumbs up.,['He gives him an exaggerated thumbs up.'],[0.2865208148956299],0.2865208148956299
6109,1221,267.809,tt0583609,265.607,Monica and Rachel sit together on the green couch.,Monica gives him an exaggerated thumbs up.,['He gives him an exaggerated thumbs up.'],[0.22867627143859864],0.22867627143859864
6110,1222,318.087,tt0583609,316.626,Monica throws baby to Rachel.,She whacks his head on a post.,['She whacks his head on a post.'],[0.3006182432174683],0.3006182432174683
6111,1222,318.087,tt0583609,316.626,Rachel catches and holds the baby.,She whacks his head on a post.,['She whacks his head on a post.'],[0.3353131771087647],0.3353131771087647
6112,1222,318.087,tt0583609,316.626,"Monica tosses, Rachel catches baby.",She whacks his head on a post.,['She whacks his head on a post.'],[0.3357989311218262],0.3357989311218262
6113,1222,318.087,tt0583609,316.626,Rachel holds baby in her arms.,She whacks his head on a post.,['She whacks his head on a post.'],[0.2876290798187256],0.2876290798187256
6114,1222,318.087,tt0583609,316.626,"Monica throws, Rachel catches baby.",She whacks his head on a post.,['She whacks his head on a post.'],[0.34152715206146245],0.34152715206146245
6115,1223,397.22,tt0583609,394.62,"Monica looks at the street, while Rachel gazes at her.",Joey and Chandler walk down a city sidewalk.,['They walk down a city sidewalk.'],[0.39835619926452637],0.39835619926452637
6116,1223,397.22,tt0583609,394.62,"Rachel focuses on Monica, standing in front of the building.",Joey and Chandler walk down a city sidewalk.,['They walk down a city sidewalk.'],[0.38288354873657227],0.38288354873657227
6117,1223,397.22,tt0583609,394.62,"Monica and Rachel stand before the building, both looking.",Joey and Chandler walk down a city sidewalk.,['They walk down a city sidewalk.'],[0.3596327066421509],0.3596327066421509
6118,1223,397.22,tt0583609,394.62,"Monica takes in the street view, as Rachel watches her.",Joey and Chandler walk down a city sidewalk.,['They walk down a city sidewalk.'],[0.4162308692932129],0.4162308692932129
6119,1223,397.22,tt0583609,394.62,"Rachel's eyes are fixed on Monica, near the building's entrance.",Joey and Chandler walk down a city sidewalk.,['They walk down a city sidewalk.'],[0.376598596572876],0.376598596572876
6120,1224,399.341,tt0583609,397.901,Monica and Rachel gaze at the window display.,Chandler looks into a shop window.,['He looks into a shop window.'],[0.4876109123229981],0.4876109123229981
6121,1224,399.341,tt0583609,397.901,Monica and Rachel share a look.,Chandler looks into a shop window.,['He looks into a shop window.'],[0.3322095632553101],0.3322095632553101
6122,1224,399.341,tt0583609,397.901,Rachel and Monica examine the window display.,Chandler looks into a shop window.,['He looks into a shop window.'],[0.47735366821289066],0.47735366821289066
6123,1224,399.341,tt0583609,397.901,Monica and Rachel admire the window display.,Chandler looks into a shop window.,['He looks into a shop window.'],[0.4655813217163086],0.4655813217163086
6124,1224,399.341,tt0583609,397.901,Monica and Rachel stand outside a building.,Chandler looks into a shop window.,['He looks into a shop window.'],[0.2757134437561035],0.2757134437561035
6125,1225,403.914,tt0583609,402.434,Joey points at jewelry store window.,He points to a jewelry display.,['He points to a jewelry display.'],[0.7586455345153809],0.7586455345153809
6126,1225,403.914,tt0583609,402.434,Chandler looks at jewelry display.,He points to a jewelry display.,['He points to a jewelry display.'],[0.5941503524780274],0.5941503524780274
6127,1225,403.914,tt0583609,402.434,Joey and Chandler gaze at window.,He points to a jewelry display.,['He points to a jewelry display.'],[0.29263508319854736],0.29263508319854736
6128,1225,403.914,tt0583609,402.434,They stroll by jewelry store.,He points to a jewelry display.,['He points to a jewelry display.'],[0.4931093215942383],0.4931093215942383
6129,1225,403.914,tt0583609,402.434,Joey and Chandler window shop.,He points to a jewelry display.,['He points to a jewelry display.'],[0.34383878707885746],0.34383878707885746
6130,1226,485.682,tt0583609,483.132,Chandler looks at Joey.,"Chandler steps back, his lips trembling.",['His lips tremble.'],[0.26638658046722413],0.26638658046722413
6131,1226,485.682,tt0583609,483.132,Joey and Chandler stand and talk to each other.,"Chandler steps back, his lips trembling.",['His lips tremble.'],[0.3013149976730347],0.3013149976730347
6132,1226,485.682,tt0583609,483.132,Chandler and Joey converse.,"Chandler steps back, his lips trembling.",['His lips tremble.'],[0.2569974184036255],0.2569974184036255
6133,1226,485.682,tt0583609,483.132,Joey and Chandler stand together.,"Chandler steps back, his lips trembling.",['His lips tremble.'],[0.23213043212890627],0.23213043212890627
6134,1226,485.682,tt0583609,483.132,Chandler and Joey stand facing each other.,"Chandler steps back, his lips trembling.",['His lips tremble.'],[0.3624962568283081],0.3624962568283081
6135,1227,503.528,tt0583609,501.223,"Joey and Chandler stand, looking at each other.","Shifting his weight, Chandler looks away.","['He shifts his weight.', 'He looks away.']","[0.3177243709564209, 0.5806965827941895]",0.4492104768753052
6136,1227,503.528,tt0583609,501.223,"Chandler and Joey face each other, speaking.","Shifting his weight, Chandler looks away.","['He shifts his weight.', 'He looks away.']","[0.34274039268493656, 0.33740189075469973]",0.3400711417198181
6137,1227,503.528,tt0583609,501.223,"Joey and Chandler stand, having a conversation.","Shifting his weight, Chandler looks away.","['He shifts his weight.', 'He looks away.']","[0.3338048934936524, 0.3446671962738037]",0.33923604488372805
6138,1227,503.528,tt0583609,501.223,"Chandler and Joey stand, engaged in a discussion.","Shifting his weight, Chandler looks away.","['He shifts his weight.', 'He looks away.']","[0.3113608837127686, 0.29110102653503417]",0.3012309551239014
6139,1227,503.528,tt0583609,501.223,"Joey and Chandler stand, talking together.","Shifting his weight, Chandler looks away.","['He shifts his weight.', 'He looks away.']","[0.3030925273895264, 0.3166618347167969]",0.30987718105316164
6140,1228,510.056,tt0583609,507.873,Joey looks at Chandler with a smile.,"Now, Ben wears the bear's hat and coat.","[""He wears the bear's hat."", ""He wears the bear's coat.""]","[0.2706833839416504, 0.23816206455230715]",0.25442272424697876
6141,1228,510.056,tt0583609,507.873,Chandler gazes at Joey with a glance.,"Now, Ben wears the bear's hat and coat.","[""He wears the bear's hat."", ""He wears the bear's coat.""]","[0.2298372030258179, 0.21580324172973633]",0.2228202223777771
6142,1228,510.056,tt0583609,507.873,Joey and Chandler stare at each other.,"Now, Ben wears the bear's hat and coat.","[""He wears the bear's hat."", ""He wears the bear's coat.""]","[0.2248706817626953, 0.20512273311614992]",0.21499670743942262
6143,1228,510.056,tt0583609,507.873,Chandler looks at Joey with a glance.,"Now, Ben wears the bear's hat and coat.","[""He wears the bear's hat."", ""He wears the bear's coat.""]","[0.23722357749938966, 0.22014756202697755]",0.2286855697631836
6144,1228,510.056,tt0583609,507.873,Joey and Chandler look at each other.,"Now, Ben wears the bear's hat and coat.","[""He wears the bear's hat."", ""He wears the bear's coat.""]","[0.22821204662323, 0.20684759616851808]",0.21752982139587404
6145,1229,535.481,tt0583609,534.146,Phoebe walks away from the phone.,She walks off with the phone.,['She walks off with the phone.'],[0.6194949150085449],0.6194949150085449
6146,1229,535.481,tt0583609,534.146,Phoebe talks on the phone then walks.,She walks off with the phone.,['She walks off with the phone.'],[0.5790939331054688],0.5790939331054688
6147,1229,535.481,tt0583609,534.146,Phoebe hangs up and leaves.,She walks off with the phone.,['She walks off with the phone.'],[0.49688720703125],0.49688720703125
6148,1229,535.481,tt0583609,534.146,Phoebe answers the phone and steps.,She walks off with the phone.,['She walks off with the phone.'],[0.5157488822937012],0.5157488822937012
6149,1229,535.481,tt0583609,534.146,Phoebe ends the call and goes.,She walks off with the phone.,['She walks off with the phone.'],[0.5289928913116455],0.5289928913116455
6150,1230,572.363,tt0583609,571.089,Monica stands up and points at the table.,She hits her head on the wall.,"['She hits her head.', 'She hits it on the wall.']","[0.3056776523590088, 0.32407698631286624]",0.31487731933593754
6151,1230,572.363,tt0583609,571.089,Monica walks away from the table and Rachel.,She hits her head on the wall.,"['She hits her head.', 'She hits it on the wall.']","[0.2752171754837036, 0.28841001987457277]",0.28181359767913816
6152,1230,572.363,tt0583609,571.089,Monica points at the table to Rachel.,She hits her head on the wall.,"['She hits her head.', 'She hits it on the wall.']","[0.26006493568420413, 0.29680233001708983]",0.278433632850647
6153,1230,572.363,tt0583609,571.089,Monica stands and gestures to the table.,She hits her head on the wall.,"['She hits her head.', 'She hits it on the wall.']","[0.29004573822021484, 0.3281044721603394]",0.30907510519027714
6154,1230,572.363,tt0583609,571.089,"Monica walks away, pointing at the table.",She hits her head on the wall.,"['She hits her head.', 'She hits it on the wall.']","[0.30458030700683597, 0.32141549587249757]",0.31299790143966677
6155,1231,581.546,tt0583609,580.96,"Monica bends, laughing.",She joins her.,['She joins her.'],[0.39479751586914064],0.39479751586914064
6156,1231,581.546,tt0583609,580.96,"Rachel stands, laughing with Monica.",She joins her.,['She joins her.'],[0.421813440322876],0.421813440322876
6157,1231,581.546,tt0583609,580.96,Monica and Rachel laugh near the fridge.,She joins her.,['She joins her.'],[0.33991465568542484],0.33991465568542484
6158,1231,581.546,tt0583609,580.96,"Monica leans, Rachel beside her.",She joins her.,['She joins her.'],[0.49100856781005864],0.49100856781005864
6159,1231,581.546,tt0583609,580.96,Rachel and Monica laugh together.,She joins her.,['She joins her.'],[0.3771472215652466],0.3771472215652466
6160,1232,597.195,tt0583609,593.476,"Rachel walks into the room, her yellow raincoat standing out, while Chandler reads a book.","Across the hall, Chandler sits in a recliner and stares at the door.","['Across the hall, he sits in a recliner.', 'He stares at the door.']","[0.3862955570220947, 0.3697962284088135]",0.3780458927154541
6161,1232,597.195,tt0583609,593.476,"Chandler sits reading a book, while Rachel enters the room, her bright yellow raincoat visible.","Across the hall, Chandler sits in a recliner and stares at the door.","['Across the hall, he sits in a recliner.', 'He stares at the door.']","[0.5661929845809937, 0.4077165603637696]",0.4869547724723816
6162,1232,597.195,tt0583609,593.476,"Rachel enters the room, wearing a yellow raincoat, as Chandler sits reading a book.","Across the hall, Chandler sits in a recliner and stares at the door.","['Across the hall, he sits in a recliner.', 'He stares at the door.']","[0.587739109992981, 0.3713300466537476]",0.47953457832336427
6163,1232,597.195,tt0583609,593.476,"Rachel walks into the room, wearing a yellow raincoat, while Chandler sits with a book.","Across the hall, Chandler sits in a recliner and stares at the door.","['Across the hall, he sits in a recliner.', 'He stares at the door.']","[0.5907410383224487, 0.3697962284088135]",0.4802686333656311
6164,1232,597.195,tt0583609,593.476,"Rachel, wearing a bright yellow raincoat, enters the room, where Chandler sits reading a book.","Across the hall, Chandler sits in a recliner and stares at the door.","['Across the hall, he sits in a recliner.', 'He stares at the door.']","[0.5885213017463684, 0.452928113937378]",0.5207247078418732
6165,1233,600.875,tt0583609,597.782,"Monica walks into the room, followed by Rachel and Janice, as Chandler reads a book.",He violently pages through a book until Janice arrives.,"['He violently pages through a book.', 'She arrives.']","[0.425758171081543, 0.4423404693603516]",0.43404932022094733
6166,1233,600.875,tt0583609,597.782,"Chandler looks up from his book as Monica and Rachel enter the room, followed by Janice.",He violently pages through a book until Janice arrives.,"['He violently pages through a book.', 'She arrives.']","[0.38205387592315676, 0.44748640060424805]",0.4147701382637024
6167,1233,600.875,tt0583609,597.782,"Monica, Rachel, and Janice enter the room, while Chandler remains seated, reading a book.",He violently pages through a book until Janice arrives.,"['He violently pages through a book.', 'She arrives.']","[0.4549777984619141, 0.4324030876159668]",0.44369044303894045
6168,1233,600.875,tt0583609,597.782,"Rachel and Janice enter the room, followed by Monica, as Chandler reads a book.",He violently pages through a book until Janice arrives.,"['He violently pages through a book.', 'She arrives.']","[0.42575812339782715, 0.39548296928405763]",0.41062054634094236
6169,1233,600.875,tt0583609,597.782,"Chandler reads a book as Monica, Rachel, and Janice enter the room, greeting him.",He violently pages through a book until Janice arrives.,"['He violently pages through a book.', 'She arrives.']","[0.36105895042419434, 0.43240337371826176]",0.39673116207122805
6170,1234,607.262,tt0583609,606.413,Chandler turns around.,He stands.,['He stands.'],[0.37675480842590336],0.37675480842590336
6171,1234,607.262,tt0583609,606.413,Janice enters the room.,He stands.,['He stands.'],[0.3173537731170655],0.3173537731170655
6172,1234,607.262,tt0583609,606.413,Janice looks at Chandler.,He stands.,['He stands.'],[0.27764353752136234],0.27764353752136234
6173,1234,607.262,tt0583609,606.413,Chandler turns around to her.,He stands.,['He stands.'],[0.3328608274459839],0.3328608274459839
6174,1234,607.262,tt0583609,606.413,Janice approaches him.,He stands.,['He stands.'],[0.4073699951171875],0.4073699951171875
6175,1235,685.134,tt0583609,684.245,Janice holds a bag.,She shakes her head.,['She shakes her head.'],[0.31385862827301025],0.31385862827301025
6176,1235,685.134,tt0583609,684.245,Chandler stands before her.,She shakes her head.,['She shakes her head.'],[0.34040367603302],0.34040367603302
6177,1235,685.134,tt0583609,684.245,Janice looks at Chandler.,She shakes her head.,['She shakes her head.'],[0.3089938640594483],0.3089938640594483
6178,1235,685.134,tt0583609,684.245,Chandler gazes at Janice.,She shakes her head.,['She shakes her head.'],[0.26736109256744384],0.26736109256744384
6179,1235,685.134,tt0583609,684.245,Janice holds a paper bag.,She shakes her head.,['She shakes her head.'],[0.32341406345367435],0.32341406345367435
6180,1236,689.493,tt0583609,688.403,He looks at her.,She shakes her head again.,"['She shakes her head.', 'She shakes again.']","[0.422954797744751, 0.36715538501739503]",0.395055091381073
6181,1236,689.493,tt0583609,688.403,She holds a paper bag.,She shakes her head again.,"['She shakes her head.', 'She shakes again.']","[0.4015843391418457, 0.37670199871063237]",0.389143168926239
6182,1236,689.493,tt0583609,688.403,He stands before her.,She shakes her head again.,"['She shakes her head.', 'She shakes again.']","[0.3385450601577759, 0.3366994380950928]",0.33762224912643435
6183,1236,689.493,tt0583609,688.403,She holds a paper bag up.,She shakes her head again.,"['She shakes her head.', 'She shakes again.']","[0.4025436878204346, 0.3779834270477295]",0.39026355743408203
6184,1236,689.493,tt0583609,688.403,He faces her with a bag.,She shakes her head again.,"['She shakes her head.', 'She shakes again.']","[0.3545403480529785, 0.3472385168075562]",0.3508894324302674
6185,1237,697.021,tt0583609,694.438,Chandler looks at the woman holding a paper bag.,"Still holding the bag to her mouth, she nods.","['Still holding the bag to her mouth.', 'She nods.']","[0.6472981572151184, 0.3240821361541748]",0.4856901466846466
6186,1237,697.021,tt0583609,694.438,Chandler observes the woman with a paper bag in front of her mouth.,"Still holding the bag to her mouth, she nods.","['Still holding the bag to her mouth.', 'She nods.']","[0.5241857051849366, 0.3281465291976929]",0.4261661171913147
6187,1237,697.021,tt0583609,694.438,"The woman holds a paper bag, and Chandler watches.","Still holding the bag to her mouth, she nods.","['Still holding the bag to her mouth.', 'She nods.']","[0.6403936743736267, 0.33750050067901616]",0.48894708752632143
6188,1237,697.021,tt0583609,694.438,Chandler stares at the woman holding a paper bag.,"Still holding the bag to her mouth, she nods.","['Still holding the bag to her mouth.', 'She nods.']","[0.6843719482421875, 0.3158616065979004]",0.5001167774200439
6189,1237,697.021,tt0583609,694.438,"The woman holds a paper bag, with Chandler looking on.","Still holding the bag to her mouth, she nods.","['Still holding the bag to her mouth.', 'She nods.']","[0.640393853187561, 0.3375004768371582]",0.48894716501235963
6190,1238,700.19,tt0583609,699.584,Chandler takes bag.,She nods.,['She nods.'],[0.24763867855072022],0.24763867855072022
6191,1238,700.19,tt0583609,699.584,Chandler looks at her.,She nods.,['She nods.'],[0.42345829010009767],0.42345829010009767
6192,1238,700.19,tt0583609,699.584,Chandler removes bag.,She nods.,['She nods.'],[0.23966302871704104],0.23966302871704104
6193,1238,700.19,tt0583609,699.584,He takes away bag.,She nods.,['She nods.'],[0.2394580602645874],0.2394580602645874
6194,1238,700.19,tt0583609,699.584,Chandler gets bag.,She nods.,['She nods.'],[0.23708183765411378],0.23708183765411378
6195,1239,703.278,tt0583609,702.43,Chandler speaks to her.,He grabs the bag.,['He grabs the bag.'],[0.26642756462097167],0.26642756462097167
6196,1239,703.278,tt0583609,702.43,She holds paper bag.,He grabs the bag.,['He grabs the bag.'],[0.49430365562438966],0.49430365562438966
6197,1239,703.278,tt0583609,702.43,Chandler talks to her.,He grabs the bag.,['He grabs the bag.'],[0.26816954612731936],0.26816954612731936
6198,1239,703.278,tt0583609,702.43,She muffles her voice.,He grabs the bag.,['He grabs the bag.'],[0.2648341178894043],0.2648341178894043
6199,1239,703.278,tt0583609,702.43,Chandler addresses her.,He grabs the bag.,['He grabs the bag.'],[0.2698850154876709],0.2698850154876709
6200,1240,718.988,tt0583609,716.0,"Janice holds a brown bag, looking at Chandler, as Phoebe enters with a drink.",Chandler and Janice gape as she storms out.,"['He and she gape.', 'She storms out.']","[0.3773855686187744, 0.37538247108459477]",0.37638401985168457
6201,1240,718.988,tt0583609,716.0,"Chandler stands next to Janice, who covers her mouth, as Phoebe enters the room.",Chandler and Janice gape as she storms out.,"['He and she gape.', 'She storms out.']","[0.4215911865234375, 0.4196504592895508]",0.42062082290649416
6202,1240,718.988,tt0583609,716.0,"Phoebe enters the room, holding a drink, as Janice looks at Chandler, who stands beside her.",Chandler and Janice gape as she storms out.,"['He and she gape.', 'She storms out.']","[0.38595023155212405, 0.39473414421081543]",0.39034218788146974
6203,1240,718.988,tt0583609,716.0,"Janice covers her mouth, looking at Chandler, as Phoebe enters with a drink in hand.",Chandler and Janice gape as she storms out.,"['He and she gape.', 'She storms out.']","[0.391922664642334, 0.37663064002990726]",0.3842766523361206
6204,1240,718.988,tt0583609,716.0,"Phoebe enters the room, while Janice holds a brown bag, gazing at Chandler.",Chandler and Janice gape as she storms out.,"['He and she gape.', 'She storms out.']","[0.46426916122436523, 0.3947337150573731]",0.42950143814086916
6205,1241,772.183,tt0583609,770.83,Ross sits down with Monica.,He crouches beside his son.,['He crouches beside him.'],[0.3054343700408936],0.3054343700408936
6206,1241,772.183,tt0583609,770.83,Monica laughs with Ross.,He crouches beside his son.,['He crouches beside him.'],[0.23735337257385256],0.23735337257385256
6207,1241,772.183,tt0583609,770.83,Ross talks to Monica.,He crouches beside his son.,['He crouches beside him.'],[0.23440165519714357],0.23440165519714357
6208,1241,772.183,tt0583609,770.83,Ross joins Monica in the room.,He crouches beside his son.,['He crouches beside him.'],[0.29548420906066897],0.29548420906066897
6209,1241,772.183,tt0583609,770.83,Ross sits with Monica laughing.,He crouches beside his son.,['He crouches beside him.'],[0.28486502170562744],0.28486502170562744
6210,1242,787.707,tt0583609,786.314,"Monica holds a cup, laughing at Ross.",Phoebe runs over with the phone.,['She runs over with the phone.'],[0.3426043033599854],0.3426043033599854
6211,1242,787.707,tt0583609,786.314,"Ross looks at Monica, talking to her.",Phoebe runs over with the phone.,['She runs over with the phone.'],[0.4060591220855713],0.4060591220855713
6212,1242,787.707,tt0583609,786.314,"Monica laughs, looking at Ross.",Phoebe runs over with the phone.,['She runs over with the phone.'],[0.303846287727356],0.303846287727356
6213,1242,787.707,tt0583609,786.314,"Ross talks to Monica, holding her gaze.",Phoebe runs over with the phone.,['She runs over with the phone.'],[0.29595019817352297],0.29595019817352297
6214,1242,787.707,tt0583609,786.314,Monica and Ross engage in a lively conversation.,Phoebe runs over with the phone.,['She runs over with the phone.'],[0.27227468490600587],0.27227468490600587
6215,1243,795.529,tt0583609,793.45,Ross looks at Phoebe on the couch.,She dances as Joey peers out the window.,"['She dances.', 'He peers out the window.']","[0.266485333442688, 0.415788745880127]",0.3411370396614075
6216,1243,795.529,tt0583609,793.45,"Phoebe stands up, talking to Ross on the couch.",She dances as Joey peers out the window.,"['She dances.', 'He peers out the window.']","[0.373265814781189, 0.32307951450347905]",0.348172664642334
6217,1243,795.529,tt0583609,793.45,"Joey stands up, near Phoebe and Ross on the couch.",She dances as Joey peers out the window.,"['She dances.', 'He peers out the window.']","[0.30089161396026615, 0.3640722990036011]",0.3324819564819336
6218,1243,795.529,tt0583609,793.45,"Phoebe talks to Ross, who looks at her.",She dances as Joey peers out the window.,"['She dances.', 'He peers out the window.']","[0.4429837703704834, 0.4251694202423096]",0.43407659530639653
6219,1243,795.529,tt0583609,793.45,"Ross and Phoebe sit on the couch, Joey nearby.",She dances as Joey peers out the window.,"['She dances.', 'He peers out the window.']","[0.2997307300567627, 0.36074514389038087]",0.3302379369735718
6220,1244,803.222,tt0583609,801.041,Phoebe looks at Joey holding a cup outside.,Phoebe rushes over to Joey.,['She rushes over to him.'],[0.2931560754776001],0.2931560754776001
6221,1244,803.222,tt0583609,801.041,Joey holds a cup while looking outside.,Phoebe rushes over to Joey.,['She rushes over to him.'],[0.29098455905914306],0.29098455905914306
6222,1244,803.222,tt0583609,801.041,Phoebe looks at Joey holding a cup.,Phoebe rushes over to Joey.,['She rushes over to him.'],[0.31501593589782717],0.31501593589782717
6223,1244,803.222,tt0583609,801.041,Joey gazes out the window with a cup.,Phoebe rushes over to Joey.,['She rushes over to him.'],[0.28576614856719973],0.28576614856719973
6224,1244,803.222,tt0583609,801.041,Phoebe and Joey share a moment outside.,Phoebe rushes over to Joey.,['She rushes over to him.'],[0.29816203117370604],0.29816203117370604
6225,1245,806.754,tt0583609,805.039,Joey looks at Phoebe by the window.,Now they all look out the window.,['Now they all look out the window.'],[0.6216410994529724],0.6216410994529724
6226,1245,806.754,tt0583609,805.039,Phoebe and Joey gaze at each other.,Now they all look out the window.,['Now they all look out the window.'],[0.4046151161193848],0.4046151161193848
6227,1245,806.754,tt0583609,805.039,"Phoebe looks out the window, Joey nearby.",Now they all look out the window.,['Now they all look out the window.'],[0.6811590194702148],0.6811590194702148
6228,1245,806.754,tt0583609,805.039,Joey stares at Phoebe near the window.,Now they all look out the window.,['Now they all look out the window.'],[0.4671646118164063],0.4671646118164063
6229,1245,806.754,tt0583609,805.039,Phoebe and Joey share a quiet moment.,Now they all look out the window.,['Now they all look out the window.'],[0.3326910495758057],0.3326910495758057
6230,1246,838.176,tt0583609,835.532,Monica looks on as Joey throws a dart at a dartboard.,"Across the hall, Chandler throws darts at a board.",['He throws darts at a board.'],[0.8591062426567078],0.8591062426567078
6231,1246,838.176,tt0583609,835.532,Joey holds a dart and throws it at a dartboard.,"Across the hall, Chandler throws darts at a board.",['He throws darts at a board.'],[0.8906881809234619],0.8906881809234619
6232,1246,838.176,tt0583609,835.532,Monica watches as Joey walks away after throwing a dart.,"Across the hall, Chandler throws darts at a board.",['He throws darts at a board.'],[0.8371145725250245],0.8371145725250245
6233,1246,838.176,tt0583609,835.532,Joey walks away after throwing a dart at a dartboard.,"Across the hall, Chandler throws darts at a board.",['He throws darts at a board.'],[0.8553743958473206],0.8553743958473206
6234,1246,838.176,tt0583609,835.532,Monica observes Joey as he throws a dart and then leaves.,"Across the hall, Chandler throws darts at a board.",['He throws darts at a board.'],[0.8493863940238954],0.8493863940238954
6235,1247,850.602,tt0583609,849.842,Joey throws a dart.,He gathers them.,['He gathers them.'],[0.3011176586151123],0.3011176586151123
6236,1247,850.602,tt0583609,849.842,Chandler walks to the dartboard.,He gathers them.,['He gathers them.'],[0.30678691864013674],0.30678691864013674
6237,1247,850.602,tt0583609,849.842,Chandler picks up the dart.,He gathers them.,['He gathers them.'],[0.35179436206817627],0.35179436206817627
6238,1247,850.602,tt0583609,849.842,Chandler looks at Joey.,He gathers them.,['He gathers them.'],[0.25857689380645754],0.25857689380645754
6239,1247,850.602,tt0583609,849.842,"Joey throws, Chandler picks.",He gathers them.,['He gathers them.'],[0.4027559280395508],0.4027559280395508
6240,1248,860.267,tt0583609,858.826,Chandler throws a dart and takes it off.,He yanks the darts from the board.,"['He yanks the darts.', 'The darts are from the board.']","[0.5609972476959229, 0.5531707763671875]",0.5570840120315552
6241,1248,860.267,tt0583609,858.826,Joey watches as Chandler throws a dart.,He yanks the darts from the board.,"['He yanks the darts.', 'The darts are from the board.']","[0.5283926010131836, 0.5028393268585205]",0.5156159639358521
6242,1248,860.267,tt0583609,858.826,Chandler walks to the dartboard and takes the dart.,He yanks the darts from the board.,"['He yanks the darts.', 'The darts are from the board.']","[0.6395521640777588, 0.5854983806610108]",0.6125252723693848
6243,1248,860.267,tt0583609,858.826,Joey observes Chandler's dart-throwing action.,He yanks the darts from the board.,"['He yanks the darts.', 'The darts are from the board.']","[0.5261969566345215, 0.5471108913421631]",0.5366539239883423
6244,1248,860.267,tt0583609,858.826,Chandler walks and takes the dart from the board.,He yanks the darts from the board.,"['He yanks the darts.', 'The darts are from the board.']","[0.6089665412902833, 0.7027669429779053]",0.6558667421340942
6245,1249,887.174,tt0583609,885.994,Chandler gestures to Joey.,Joey lifts his brows.,['He lifts his brows.'],[0.3114189147949219],0.3114189147949219
6246,1249,887.174,tt0583609,885.994,Chandler speaks with hand gestures.,Joey lifts his brows.,['He lifts his brows.'],[0.342882251739502],0.342882251739502
6247,1249,887.174,tt0583609,885.994,Chandler talks to Joey.,Joey lifts his brows.,['He lifts his brows.'],[0.2562884330749512],0.2562884330749512
6248,1249,887.174,tt0583609,885.994,Joey watches Chandler gesture.,Joey lifts his brows.,['He lifts his brows.'],[0.33897337913513187],0.33897337913513187
6249,1249,887.174,tt0583609,885.994,Chandler speaks animatedly with hands.,Joey lifts his brows.,['He lifts his brows.'],[0.3334457159042359],0.3334457159042359
6250,1250,893.398,tt0583609,891.977,Joey throws a dart at the board.,He flings the final darts.,['He flings the final darts.'],[0.5356426239013672],0.5356426239013672
6251,1250,893.398,tt0583609,891.977,Chandler examines the dartboard closely.,He flings the final darts.,['He flings the final darts.'],[0.43270111083984375],0.43270111083984375
6252,1250,893.398,tt0583609,891.977,Joey and Chandler look at the dartboard.,He flings the final darts.,['He flings the final darts.'],[0.36900293827056885],0.36900293827056885
6253,1250,893.398,tt0583609,891.977,"Joey throws a dart, then looks.",He flings the final darts.,['He flings the final darts.'],[0.5518356323242187],0.5518356323242187
6254,1250,893.398,tt0583609,891.977,Chandler inspects the dartboard's target.,He flings the final darts.,['He flings the final darts.'],[0.43722229003906254],0.43722229003906254
6255,1251,906.146,tt0583609,905.046,Joey stands by the dartboard.,He gathers the darts again.,['He gathers the darts again.'],[0.4783330917358399],0.4783330917358399
6256,1251,906.146,tt0583609,905.046,Chandler points at the dartboard.,He gathers the darts again.,['He gathers the darts again.'],[0.4338064193725586],0.4338064193725586
6257,1251,906.146,tt0583609,905.046,Chandler walks away from Joey.,He gathers the darts again.,['He gathers the darts again.'],[0.23884334564208987],0.23884334564208987
6258,1251,906.146,tt0583609,905.046,Joey faces the dartboard.,He gathers the darts again.,['He gathers the darts again.'],[0.48812408447265626],0.48812408447265626
6259,1251,906.146,tt0583609,905.046,Chandler gestures at the dartboard.,He gathers the darts again.,['He gathers the darts again.'],[0.44502215385437016],0.44502215385437016
6260,1252,912.448,tt0583609,911.108,Joey stands in front of a couch.,Joey picks up the chopsticks.,['He picks up the chopsticks.'],[0.2897636890411377],0.2897636890411377
6261,1252,912.448,tt0583609,911.108,Chandler sits on the couch.,Joey picks up the chopsticks.,['He picks up the chopsticks.'],[0.30237879753112795],0.30237879753112795
6262,1252,912.448,tt0583609,911.108,Joey looks at Chandler.,Joey picks up the chopsticks.,['He picks up the chopsticks.'],[0.29871606826782227],0.29871606826782227
6263,1252,912.448,tt0583609,911.108,Chandler is standing in front of a couch.,Joey picks up the chopsticks.,['He picks up the chopsticks.'],[0.28220181465148925],0.28220181465148925
6264,1252,912.448,tt0583609,911.108,Joey and Chandler face each other.,Joey picks up the chopsticks.,['He picks up the chopsticks.'],[0.28309686183929444],0.28309686183929444
6265,1253,929.614,tt0583609,927.833,"Joey throws a pillow at Chandler, who falls.",Joey hits the floor to avoid the dart.,"['He hits the floor.', 'He avoids the dart.']","[0.4725532531738281, 0.34202492237091064]",0.4072890877723694
